,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
27,1000.0,0,1000.0,0.0,25,0.1745,0.29,0.175,13,0,7,0.06,7,0.0,0,0.175,36,1,1,22,3300.0,5,1,0.22727272699999998,0.045454545,1800.0,0.285,0.289,0.0,9,1,1079,37,-1
28,1900.0,0,1900.0,0.0,18,0.2895,0.29,0.29,13,0,6,0.29,3,0.0,0,0.29,36,1,1,17,1900.0,18,0,1.058823529,0.0,0.0,0.0,0.3,0.0,12,6,1141,48,-1
30,1200.0,0,1200.0,0.0,30,0.299,0.35,0.2995,19,4,6,0.4,3,0.0,1,0.2995,36,1,1,25,3104.48,13,1,0.52,0.04,1903.63,0.361,0.36,0.36758333299999996,2,6,928,5,-1
31,3500.0,0,3500.0,0.0,16,0.2695,0.27,0.27,13,0,7,0.1,7,0.0,0,0.27,36,1,1,13,3515.48,15,1,1.153846154,0.076923077,0.0,0.0,0.28,0.36758333299999996,10,5,1158,43,-1
32,1000.0,0,1000.0,0.0,45,0.1878,0.21,0.1883,9,0,6,0.15,10,0.0,1,0.1883,36,1,1,35,3291.96,15,1,0.428571429,0.028571429,2288.17,0.188,0.205,0.0,11,6,1015,44,-1
33,2500.0,0,2500.0,0.0,30,0.2395,0.24,0.24,20,0,7,0.03,10,0.0,0,0.24,36,1,1,28,2511.89,29,1,1.035714286,0.035714286,0.0,0.0,0.25,0.36758333299999996,2,3,569,5,-1
35,1750.0,0,1750.0,0.0,83,0.1695,0.23,0.17,11,0,7,0.16,7,0.0,1,0.17,36,1,1,63,8317.31,20,1,0.317460317,0.015873016,6553.15,0.24100000000000002,0.23,0.20098333300000001,11,1,784,48,-1
36,7000.0,0,7000.0,0.0,1,0.057,0.0575,0.0575,7,0,6,0.03,10,0.0,0,0.0575,36,1,1,1,7000.0,1,0,1.0,0.0,0.0,0.0685,0.0675,0.0,7,0,784,27,-1
37,2560.0,0,2560.0,0.0,33,0.3495,0.35,0.35,5,1,7,0.25,7,0.0,0,0.35,36,1,1,29,4288.15,32,1,1.103448276,0.034482759,0.0,0.361,0.36,0.0,3,1,1000,12,-1
38,2500.0,0,2500.0,0.0,1,0.1195,0.12,0.12,11,5,6,0.0,7,0.0,0,0.12,36,1,1,1,2500.0,1,0,1.0,0.0,0.0,0.131,0.0,0.36758333299999996,5,2,1071,20,-1
39,2300.0,0,2300.0,0.0,1,0.1295,0.13,0.13,2,1,7,0.12,7,0.0,1,0.13,36,1,1,1,2300.0,1,0,1.0,0.0,0.0,0.141,0.14,0.36758333299999996,6,3,1097,23,-1
47,2550.0,0,2550.0,0.0,17,0.2495,0.29,0.25,5,0,7,0.18,5,0.0,0,0.25,36,1,1,17,3505.48,10,1,0.588235294,0.058823529000000006,350.0,0.301,0.3,0.29,11,0,882,48,-1
49,3001.0,0,3001.0,0.0,105,0.237,0.29,0.2675,12,0,7,0.31,10,0.03,0,0.2375,36,1,1,78,8269.42,44,1,0.564102564,0.012820513,5201.0,0.255,0.3,0.256283333,1,1,735,1,-1
51,3500.0,0,3500.0,0.0,94,0.2693,0.35,0.2698,3,4,6,0.26,7,0.0,0,0.2698,36,1,1,69,24531.04,19,1,0.27536231899999997,0.014492753999999998,20717.31,0.361,0.0,0.3175,5,1,1316,19,-1
56,3500.0,0,3500.0,0.0,41,0.2895,0.29,0.29,12,0,6,0.13,7,0.0,0,0.29,36,1,1,39,3500.0,41,0,1.051282051,0.0,0.0,0.301,0.3,0.36758333299999996,10,4,711,41,-1
57,2000.0,0,2000.0,0.0,18,0.1695,0.17,0.17,13,3,7,0.15,7,0.0,1,0.17,36,1,1,12,2335.38,16,1,1.333333333,0.083333333,50.0,0.18100000000000002,0.0,0.056666667000000004,5,6,368,20,-1
58,2500.0,0,2500.0,0.0,189,0.1735,0.29,0.184,19,0,7,0.1,5,0.01,0,0.174,36,1,1,142,14969.05,34,1,0.23943662,0.007042254,12431.54,0.27,0.24,0.158831579,5,5,821,19,-1
59,2000.0,0,2000.0,0.0,53,0.1983,0.25,0.1988,16,0,6,0.02,7,0.0,1,0.1988,36,1,1,42,4034.67,24,1,0.571428571,0.023809524,2007.88,0.24,0.2095,0.05125,6,3,1011,23,-1
60,1025.0,0,1025.0,0.0,7,0.2095,0.21,0.21,13,0,6,0.07,3,0.0,1,0.21,36,1,1,7,1050.0,6,1,0.857142857,0.14285714300000002,0.0,0.221,0.22,0.36758333299999996,6,0,785,26,-1
62,1000.0,0,1000.0,0.0,15,0.1395,0.15,0.15,29,0,7,0.04,7,0.01,0,0.14,36,1,1,14,1025.0,14,1,1.0,0.071428571,0.0,0.0,0.0,0.0,2,4,1194,5,-1
63,5500.0,0,5500.0,0.0,130,0.249,0.29,0.2495,12,0,7,0.32,7,0.0,0,0.2495,36,1,1,94,12340.2,46,1,0.489361702,0.010638298000000001,6815.81,0.28,0.29,0.23185,5,0,570,22,-1
65,2750.0,0,2750.0,0.0,32,0.2295,0.23,0.23,9,0,7,0.2,3,0.0,0,0.23,36,1,1,27,2750.0,32,0,1.185185185,0.0,0.0,0.24100000000000002,0.24,0.36758333299999996,8,6,1427,33,-1
66,1500.0,0,1500.0,0.0,15,0.13699999999999998,0.15,0.15,29,0,6,0.23,10,0.0125,0,0.1375,36,1,1,11,1525.63,14,1,1.2727272729999999,0.090909091,0.0,0.161,0.0,0.36758333299999996,9,3,670,38,-1
67,3500.0,0,3500.0,0.0,174,0.1875,0.29,0.20800000000000002,5,0,7,0.38,10,0.02,0,0.188,36,1,1,123,14635.1,45,1,0.365853659,0.008130080999999999,11127.76,0.26,0.2344,0.176172727,4,4,643,14,-1
70,2550.0,0,2550.0,0.0,22,0.2695,0.27,0.27,5,0,7,0.17,10,0.0,0,0.27,36,1,1,20,2556.96,21,1,1.05,0.05,0.0,0.0,0.28,0.36758333299999996,10,0,1250,41,-1
72,3000.0,0,3000.0,0.0,57,0.2995,0.35,0.3,5,1,6,0.1,7,0.0,0,0.3,36,1,1,44,6633.48,22,1,0.5,0.022727273,3574.99,0.361,0.0,0.31,2,4,1145,7,-1
76,3000.0,0,3000.0,0.0,124,0.2345,0.35,0.235,18,1,7,0.11,7,0.0,0,0.235,36,1,1,97,8971.48,39,1,0.402061856,0.010309278,5950.62,0.33,0.35,0.225815152,9,5,456,37,-1
77,1750.0,0,1750.0,0.0,5,0.2143,0.2248,0.2248,10,0,7,0.18,10,0.01,0,0.2148,36,1,1,5,1750.0,5,0,1.0,0.0,0.0,0.0,0.2348,0.0,6,4,486,26,-1
80,1200.0,0,1200.0,0.0,25,0.2133,0.2172,0.2138,10,1,6,0.14,7,0.0,1,0.2138,36,1,1,23,2244.34,19,1,0.826086957,0.043478261,950.0,0.2282,0.2272,0.1086,1,6,1060,2,-1
81,1000.0,0,1000.0,0.0,39,0.1745,0.2,0.185,26,0,6,0.04,10,0.01,1,0.175,36,1,1,29,2700.0,13,0,0.448275862,0.0,1700.0,0.175,0.17800000000000002,0.152,12,0,614,49,-1
82,2500.0,0,2500.0,0.0,97,0.1615,0.24,0.192,20,0,7,0.23,7,0.03,0,0.162,36,1,1,61,8805.59,34,1,0.557377049,0.016393443,6278.77,0.251,0.2,0.1482625,1,0,773,5,-1
84,3000.0,0,3000.0,0.0,82,0.2495,0.28,0.25,16,0,7,0.18,10,0.0,0,0.25,36,1,1,72,6060.89,46,1,0.638888889,0.013888889,3020.6,0.29100000000000004,0.2567,0.125436364,9,3,1010,39,-1
87,4600.0,0,4600.0,0.0,174,0.1995,0.29,0.21,12,0,6,0.04,10,0.01,0,0.2,36,1,1,145,16698.8,49,1,0.33793103399999996,0.006896551999999999,12040.29,0.2571,0.26,0.11857777800000001,3,3,1067,11,-1
88,8000.0,0,8000.0,0.0,86,0.2695,0.27,0.27,12,0,6,0.16,10,0.0,0,0.27,36,1,1,76,8144.99,84,1,1.105263158,0.013157895,50.0,0.0,0.28,0.36758333299999996,10,5,704,41,-1
89,3000.0,0,3000.0,0.0,35,0.2865,0.287,0.287,13,0,6,0.14,7,0.0,1,0.287,36,1,1,33,3077.16,33,1,1.0,0.03030303,50.0,0.298,0.297,0.36758333299999996,10,0,700,41,-1
92,7347.0,0,7347.0,0.0,42,0.3495,0.35,0.35,5,0,7,0.12,7,0.0,0,0.35,36,1,1,36,7451.67,40,1,1.111111111,0.027777778,50.0,0.34,0.36,0.36758333299999996,11,0,472,47,-1
93,1000.0,0,1000.0,0.0,9,0.1495,0.15,0.15,15,0,6,0.1,5,0.0,0,0.15,36,1,1,5,1450.05,8,1,1.6,0.2,0.0,0.0,0.16,0.36758333299999996,10,6,786,40,-1
94,3998.0,0,3998.0,0.0,50,0.2395,0.25,0.25,5,0,7,0.19,10,0.01,0,0.24,36,1,1,41,4005.68,49,1,1.195121951,0.024390244,0.0,0.261,0.0,0.0,10,5,672,43,-1
95,1000.0,0,1000.0,0.0,7,0.3495,0.35,0.35,16,5,7,0.13,7,0.0,0,0.35,36,1,1,7,1000.0,7,0,1.0,0.0,0.0,0.0,0.0,0.36758333299999996,8,4,542,32,-1
96,3000.0,0,3000.0,0.0,100,0.187,0.2375,0.1875,32,0,6,0.15,7,0.0,0,0.1875,36,1,1,74,11639.66,32,1,0.43243243200000003,0.013513513999999999,8620.27,0.2325,0.2,0.11516666699999999,6,3,586,22,-1
97,1000.0,0,1000.0,0.0,52,0.1615,0.2455,0.162,11,4,7,0.06,7,0.0,0,0.162,36,1,1,41,4551.76,12,1,0.292682927,0.024390244,3470.83,0.2565,0.24,0.16804666699999998,4,6,980,17,-1
99,1000.0,0,1000.0,0.0,24,0.1795,0.2,0.2,30,0,7,0.1,10,0.02,0,0.18,36,1,1,18,1981.22,16,1,0.8888888890000001,0.055555556,950.0,0.21100000000000002,0.0,0.0,4,6,887,15,-1
101,3000.0,0,3000.0,0.0,27,0.3495,0.35,0.35,1,1,7,0.33,7,0.0,0,0.35,36,1,1,19,3002.8,26,1,1.368421053,0.052631579000000005,0.0,0.0,0.36,0.36758333299999996,3,4,1182,10,-1
105,1750.0,0,1750.0,0.0,46,0.2745,0.29,0.285,13,0,7,0.23,3,0.01,1,0.275,36,1,1,31,3654.1,25,1,0.806451613,0.032258065,1894.0,0.301,0.3,0.0558,1,4,574,1,-1
106,4800.0,0,4800.0,0.0,55,0.2795,0.28,0.28,1,1,7,0.3,7,0.0,0,0.28,36,1,1,52,4819.2,54,1,1.038461538,0.019230768999999998,0.0,0.0,0.0,0.36758333299999996,2,6,731,5,-1
107,2500.0,0,2500.0,0.0,26,0.2895,0.3,0.29,1,0,7,0.05,7,0.0,0,0.29,36,1,1,24,2512.72,25,1,1.041666667,0.041666667000000004,0.0,0.0,0.31,0.36758333299999996,9,5,1014,39,-1
108,2000.0,0,2000.0,0.0,1,0.1773,0.1778,0.1778,31,4,7,0.19,10,0.0,0,0.1778,36,1,1,1,2000.0,1,0,1.0,0.0,0.0,0.1888,0.1878,0.36758333299999996,1,5,386,3,-1
112,2625.0,0,2625.0,0.0,36,0.2895,0.29,0.29,5,0,6,3.68,7,0.0,0,0.29,36,1,1,34,2944.0,32,1,0.9411764709999999,0.029411765,250.0,0.0,0.3,0.36758333299999996,12,1,1165,51,-1
113,1800.0,0,1800.0,0.0,12,0.1495,0.1555,0.15,14,0,7,0.14,10,0.0,0,0.15,36,1,1,9,2195.0,8,1,0.8888888890000001,0.111111111,380.0,0.1665,0.1655,0.07775,11,1,183,45,-1
115,1000.0,0,1000.0,0.0,12,0.1295,0.17,0.17,6,0,7,0.4,7,0.04,0,0.13,36,1,1,2,1000.0,12,0,6.0,0.0,0.0,0.18100000000000002,0.18,0.36758333299999996,11,6,1270,44,-1
116,2000.0,0,2000.0,0.0,21,0.2695,0.28,0.28,13,0,7,0.1,7,0.01,0,0.27,36,1,1,21,2002.78,20,1,0.9523809520000001,0.047619048,0.0,0.0,0.29,0.36758333299999996,2,1,1268,6,-1
117,3000.0,0,3000.0,0.0,94,0.2195,0.2681,0.22,5,1,6,0.27,7,0.0,0,0.22,36,1,1,78,6764.05,43,1,0.551282051,0.012820513,3721.58,0.2791,0.2781,0.142685714,12,4,1027,50,-1
119,4000.0,0,4000.0,0.01,32,0.3295,0.34,0.34,45,0,6,0.11,10,0.0,0,0.33,36,1,1,31,4046.4,31,1,1.0,0.032258065,0.0,0.35100000000000003,0.35,0.36758333299999996,11,3,861,44,-1
121,2000.0,0,2000.0,0.0,102,0.1895,0.28,0.19,13,0,6,0.02,5,0.0,1,0.19,36,1,1,78,8180.08,23,1,0.294871795,0.012820513,6144.18,0.23399999999999999,0.28,0.156268421,8,0,526,32,-1
125,1500.0,0,1500.0,0.0,19,0.3495,0.35,0.35,10,1,7,0.37,7,0.0,0,0.35,36,1,1,18,1548.36,18,1,1.0,0.055555556,0.0,0.361,0.0,0.36758333299999996,4,1,727,16,-1
126,2500.0,0,2500.0,0.0,3,0.2294,0.23,0.2299,11,2,6,0.26,7,0.0,1,0.2299,36,1,1,3,2800.0,1,0,0.333333333,0.0,300.0,0.24100000000000002,0.24,0.36758333299999996,8,6,1287,35,-1
129,1000.0,0,1000.0,0.0,1,0.0695,0.07,0.07,13,0,7,0.21,5,0.0,0,0.07,36,1,1,1,1000.0,1,0,1.0,0.0,0.0,0.081,0.08,0.36758333299999996,8,2,869,31,-1
131,1000.0,0,1000.0,0.0,3,0.2195,0.22,0.22,13,0,7,0.34443,14,0.0,0,0.22,36,1,1,3,1050.0,2,1,0.666666667,0.333333333,0.0,0.231,0.23,0.36758333299999996,3,1,694,10,-1
132,3000.0,0,3000.0,0.0,24,0.11699999999999999,0.1175,0.1175,3,0,7,0.03,7,0.0,1,0.1175,36,1,1,16,3020.58,23,1,1.4375,0.0625,0.0,0.0,0.1275,0.0,5,3,792,21,-1
135,2000.0,0,2000.0,0.0,4,0.3195,0.3203,0.32,6,1,6,0.5,7,0.0,0,0.32,36,1,1,4,2150.0,3,1,0.75,0.25,0.0,0.3313,0.3303,0.36758333299999996,6,1,708,25,-1
140,1000.0,0,1000.0,0.0,13,0.2895,0.29,0.29,22,0,7,0.14,10,0.0,1,0.29,36,1,1,11,1045.5,12,1,1.0909090909999999,0.090909091,0.0,0.301,0.3,0.0,10,0,529,42,-1
141,1500.0,0,1500.0,0.0,19,0.177,0.1775,0.1775,6,0,6,0.11,7,0.0,0,0.1775,36,1,1,19,1508.57,18,1,0.947368421,0.052631579000000005,0.0,0.1885,0.1875,0.0,5,1,880,22,-1
146,3000.0,0,3000.0,0.0,66,0.2595,0.29,0.27,5,0,7,0.14,7,0.01,1,0.26,36,1,1,60,7801.14,41,1,0.683333333,0.016666667,4796.67,0.0,0.3,0.055999999999999994,6,5,1248,25,-1
150,2000.0,0,2000.0,0.0,128,0.1895,0.29,0.22,32,0,7,0.08,7,0.03,0,0.19,36,1,1,85,9685.23,28,1,0.329411765,0.011764706000000002,7592.22,0.255,0.25,0.21252,1,1,1003,2,-1
153,3000.0,0,3000.0,0.0,27,0.2895,0.29,0.29,5,0,6,0.18,5,0.0,0,0.29,36,1,1,26,3012.88,26,1,1.0,0.038461537999999997,0.0,0.301,0.3,0.36758333299999996,4,0,833,17,-1
155,1200.0,0,1200.0,0.0,48,0.2295,0.28,0.23,13,0,6,0.15,7,0.0,0,0.23,36,1,1,45,3300.43,18,1,0.4,0.022222222000000003,2050.06,0.245,0.28,0.066833333,10,1,933,41,-1
156,3100.0,0,3100.0,0.0,41,0.2095,0.24,0.24,12,0,6,0.15,7,0.03,0,0.21,36,1,1,32,4018.23,39,1,1.21875,0.03125,631.87,0.0,0.0,0.36758333299999996,12,2,448,52,-1
157,1000.0,0,1000.0,0.0,37,0.297,0.35,0.2975,7,1,6,0.58,7,0.0,0,0.2975,36,1,1,29,3735.58,14,1,0.482758621,0.034482759,2378.16,0.361,0.36,0.33995,8,1,786,34,-1
165,1000.0,0,1000.0,0.0,9,0.3495,0.35,0.35,19,7,6,0.14,7,0.0,0,0.35,36,1,1,8,1000.0,9,0,1.125,0.0,0.0,0.361,0.36,0.36758333299999996,8,4,1102,33,-1
169,3000.0,0,3000.0,0.0025,22,0.237,0.24,0.24,13,0,6,0.23175,10,0.0,0,0.2375,36,1,1,17,3000.0,22,0,1.294117647,0.0,0.0,0.0,0.0,0.36758333299999996,5,3,966,18,-1
174,2500.0,0,2500.0,0.0,33,0.2695,0.27,0.27,13,0,6,0.41,7,0.0,0,0.27,36,1,1,31,2500.0,33,0,1.064516129,0.0,0.0,0.281,0.0,0.36758333299999996,6,1,273,24,-1
176,1300.0,0,1300.0,0.0,34,0.149,0.17,0.1495,2,4,6,0.07,10,0.0,0,0.1495,36,1,1,31,4704.98,11,1,0.35483871,0.032258065,2579.99,0.18100000000000002,0.159,0.082316667,2,3,398,6,-1
180,5000.0,0,5000.0,0.0,173,0.2088,0.29,0.2193,5,0,7,0.15,7,0.01,0,0.2093,36,1,1,119,17151.56,61,1,0.512605042,0.008403361,12105.39,0.26,0.28,0.20227142899999997,4,4,1047,17,-1
181,1000.0,0,1000.0,0.0,15,0.3495,0.35,0.35,5,7,6,0.49,7,0.0,0,0.35,36,1,1,14,1043.76,14,1,1.0,0.071428571,0.0,0.361,0.36,0.36758333299999996,8,2,702,34,-1
182,1000.0,0,1000.0,0.0,47,0.2795,0.35,0.28,2,1,6,0.15,7,0.0,1,0.28,36,1,1,37,2825.04,17,1,0.45945945899999996,0.027027027000000002,1809.23,0.361,0.36,0.17,6,2,1182,24,-1
183,4350.0,0,4350.0,0.0,50,0.2495,0.26,0.26,5,0,6,0.2,10,0.01,0,0.25,36,1,1,47,4369.1,49,1,1.0425531909999999,0.021276596000000002,0.0,0.271,0.27,0.36758333299999996,1,5,1292,4,-1
187,2550.0,0,2550.0,0.0,3,0.0595,0.07,0.07,5,0,6,0.11,7,0.01,0,0.06,36,1,1,2,2600.0,2,1,1.0,0.5,0.0,0.081,0.08,0.0,4,3,712,15,-1
188,3000.0,0,3000.0,0.0,36,0.3495,0.35,0.35,10,1,6,0.09,7,0.0,0,0.35,36,1,1,31,3361.63,29,1,0.935483871,0.032258065,300.0,0.0,0.36,0.0,9,2,467,39,-1
190,1000.0,0,1000.0,0.0,11,0.2295,0.24,0.24,20,0,6,0.28,7,0.01,0,0.23,36,1,1,10,1025.0,10,1,1.0,0.1,0.0,0.251,0.25,0.36758333299999996,7,3,972,28,-1
192,2000.0,0,2000.0,0.0,30,0.2595,0.29,0.29,29,0,7,0.0,7,0.03,0,0.26,36,1,1,28,2003.59,29,1,1.035714286,0.035714286,0.0,0.0,0.0,0.36758333299999996,8,2,374,35,-1
193,3000.0,0,3000.0,0.0,12,0.1773,0.1778,0.1778,30,1,7,0.0,10,0.0,1,0.1778,36,1,1,11,3027.65,11,1,1.0,0.090909091,0.0,0.0,0.1878,0.36758333299999996,2,1,874,6,-1
196,3200.0,0,3200.0,0.0,41,0.2495,0.26,0.26,5,0,6,0.74,7,0.01,0,0.25,36,1,1,40,3294.92,39,1,0.975,0.025,55.0,0.271,0.27,0.017857143,12,3,1291,50,-1
198,1000.0,0,1000.0,0.0,10,0.287,0.2875,0.2875,13,0,7,0.17,10,0.0,0,0.2875,36,1,1,10,1009.57,9,1,0.9,0.1,0.0,0.2985,0.2975,0.36758333299999996,6,2,1343,23,-1
201,1800.0,0,1800.0,0.0,14,0.2495,0.35,0.25,6,7,7,0.14,7,0.0,0,0.25,36,1,1,12,2562.45,5,1,0.41666666700000005,0.083333333,650.01,0.361,0.36,0.165,8,3,654,32,-1
202,3000.0,0,3000.0,0.01,135,0.20199999999999999,0.3,0.2225,13,0,7,0.05,7,0.01,1,0.2025,36,1,1,96,13922.2,35,1,0.36458333299999995,0.010416667,10725.48,0.209,0.2745,0.21939375,4,1,1249,17,-1
204,3100.0,0,3100.0,0.0,30,0.2295,0.24,0.24,9,0,6,0.2,10,0.01,0,0.23,36,1,1,28,3101.0,29,1,1.035714286,0.035714286,0.0,0.251,0.25,0.0,9,6,632,35,-1
206,3100.0,0,3100.0,0.0,28,0.2695,0.27,0.27,12,0,6,0.06942000000000001,3,0.0,0,0.27,36,1,1,23,3102.54,27,1,1.173913043,0.043478261,0.0,0.0,0.0,0.0,3,0,882,13,-1
207,2500.0,0,2500.0,0.0,5,0.2695,0.27,0.27,16,0,6,0.26,7,0.0,0,0.27,36,1,1,4,2500.0,5,0,1.25,0.0,0.0,0.281,0.28,0.36758333299999996,8,0,261,32,-1
212,3000.0,0,3000.0,0.0,42,0.252,0.29,0.29,5,0,6,0.02,7,0.0375,0,0.2525,36,1,1,41,3018.93,41,1,1.0,0.024390244,0.0,0.0,0.3,0.36758333299999996,9,1,778,39,-1
213,2550.0,0,2550.0,0.0,39,0.2495,0.25,0.25,5,0,6,0.12,10,0.0,1,0.25,36,1,1,37,2814.4,33,1,0.8918918920000001,0.027027027000000002,250.0,0.245,0.0,0.36758333299999996,12,1,954,52,-1
215,1000.0,0,1000.0,0.0,21,0.2389,0.25,0.2394,5,7,7,0.03,7,0.0,0,0.2394,36,1,1,19,2229.57,17,1,0.894736842,0.052631579000000005,1200.0,0.261,0.0,0.083333333,7,3,1274,30,-1
217,2550.0,0,2550.0,0.0,24,0.237,0.2375,0.2375,5,0,7,0.23,10,0.0,0,0.2375,36,1,1,20,2559.0,23,1,1.15,0.05,0.0,0.0,0.2475,0.0,5,1,572,20,-1
218,2200.0,0,2200.0,0.0,11,0.2545,0.28,0.28,1,0,7,0.02,10,0.025,1,0.255,36,1,1,10,2200.96,10,1,1.0,0.1,0.0,0.29100000000000004,0.29,0.36758333299999996,7,5,1064,30,-1
219,2000.0,0,2000.0,0.0,56,0.2505,0.2875,0.251,5,1,6,0.08,7,0.0,0,0.251,36,1,1,52,4008.12,33,1,0.634615385,0.019230768999999998,1960.41,0.2985,0.2975,0.18,9,3,1127,38,-1
223,3500.0,0,3500.0,0.0,29,0.147,0.15,0.1475,15,0,6,0.08,7,0.0,0,0.1475,36,1,1,27,4948.39,13,1,0.481481481,0.037037037,1348.39,0.161,0.15,0.36758333299999996,12,1,1179,50,-1
224,1000.0,0,1000.0,0.0,42,0.3054,0.35,0.3059,21,1,6,0.06,7,0.0,0,0.3059,36,1,1,35,2909.68,16,1,0.457142857,0.028571429,1882.26,0.361,0.36,0.114,7,4,599,27,-1
227,1200.0,0,1200.0,0.0,2,0.1395,0.15,0.15,15,0,6,0.28,7,0.01,0,0.14,36,1,1,1,1200.0,2,0,2.0,0.0,0.0,0.161,0.16,0.36758333299999996,12,5,836,50,-1
229,1140.0,0,1140.0,0.0,13,0.2495,0.25,0.25,16,0,6,0.2,5,0.0,0,0.25,36,1,1,12,1178.21,12,1,1.0,0.083333333,0.0,0.261,0.26,0.36758333299999996,10,2,601,40,-1
231,5455.0,0,5455.0,0.0,58,0.2695,0.28,0.28,12,0,7,0.19,10,0.01,1,0.27,36,1,1,52,5522.82,57,1,1.096153846,0.019230768999999998,0.0,0.0,0.0,0.36758333299999996,5,6,879,18,-1
237,1500.0,0,1500.0,0.0,16,0.1847,0.1852,0.1852,30,0,6,0.49,10,0.0,1,0.1852,36,1,1,13,1545.55,15,1,1.153846154,0.076923077,0.0,0.1962,0.0,0.0,10,0,644,42,-1
241,3001.0,0,3001.0,0.0,27,0.237,0.2375,0.2375,12,0,7,0.05,7,0.0,0,0.2375,36,1,1,23,3001.0,27,0,1.173913043,0.0,0.0,0.2485,0.0,0.0,5,6,723,19,-1
245,1000.0,0,1000.0,0.0,7,0.2045,0.225,0.225,16,0,7,0.25,10,0.02,0,0.205,36,1,1,2,1008.0,6,1,3.0,0.5,0.0,0.23600000000000002,0.235,0.36758333299999996,12,6,1260,48,-1
246,3000.0,0,3000.0,0.0,7,0.3088,0.3093,0.3093,20,1,6,0.5,7,0.0,1,0.3093,36,1,1,5,3001.81,6,1,1.2,0.2,0.0,0.3203,0.3193,0.36758333299999996,5,2,1065,19,-1
247,1000.0,0,1000.0,0.0,11,0.3495,0.35,0.35,15,1,7,0.07,7,0.0,0,0.35,36,1,1,11,1000.0,11,0,1.0,0.0,0.0,0.361,0.0,0.36758333299999996,6,1,689,23,-1
248,1250.0,0,1250.0,0.0,18,0.1495,0.15,0.15,21,0,6,0.3,10,0.0,0,0.15,36,1,1,17,1250.0,18,0,1.058823529,0.0,0.0,0.161,0.0,0.0,1,2,633,2,-1
