,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
53,1800.0,0,1800.0,0.0,85,0.147,0.17,0.1475,6,0,6,0.02,10,0.0,0,0.1475,36,1,1,60,7804.0,25,1,0.41666666700000005,0.016666667,5475.66,0.165,0.17,0.11907777800000001,8,2,1346,33,-1
55,1000.0,0,1000.0,0.0,14,0.3495,0.35,0.35,15,5,6,0.11,7,0.0,0,0.35,36,1,1,12,1105.67,12,1,1.0,0.083333333,50.0,0.361,0.36,0.0,9,0,455,39,-1
58,3200.0,0,3200.0,0.0,103,0.2495,0.29,0.25,13,0,7,0.33,3,0.0,0,0.25,36,1,1,73,10320.84,32,1,0.438356164,0.01369863,7089.02,0.301,0.0,0.29,1,1,844,1,-1
60,3500.0,0,3500.0,0.0,123,0.2195,0.245,0.22,12,0,6,0.05,7,0.0,0,0.22,36,1,1,90,9418.35,48,1,0.533333333,0.011111111000000002,5868.77,0.24,0.255,0.130533333,6,2,800,23,-1
61,3000.0,0,3000.0,0.0,169,0.1895,0.29,0.21,5,0,7,0.07,10,0.02,0,0.19,36,1,1,129,14815.53,47,1,0.364341085,0.007751938000000001,11733.24,0.301,0.24,0.133333333,3,2,606,11,-1
64,1500.0,0,1500.0,0.0,24,0.2395,0.24,0.24,9,0,7,0.1,7,0.0,0,0.24,36,1,1,22,2791.26,20,1,0.9090909090000001,0.045454545,1150.0,0.0,0.25,0.36758333299999996,6,0,1270,23,-1
65,4000.0,0,4000.0,0.0,204,0.1995,0.29,0.21,1,0,7,0.12,7,0.01,0,0.2,36,1,1,156,16905.29,66,1,0.423076923,0.006410256,12900.22,0.2695,0.2725,0.1866,5,1,632,20,-1
66,2500.0,0,2500.0,0.0,24,0.1095,0.11,0.11,3,0,7,0.03,7,0.0,0,0.11,36,1,1,19,2805.17,23,1,1.210526316,0.052631579000000005,0.0,0.0,0.12,0.36758333299999996,11,0,1164,45,-1
68,2500.0,0,2500.0,0.0,11,0.3195,0.32,0.32,32,1,7,0.13,10,0.0,1,0.32,36,1,1,10,2500.0,11,0,1.1,0.0,0.0,0.0,0.33,0.36758333299999996,3,3,748,13,-1
70,3000.0,0,3000.0,0.0,44,0.2895,0.29,0.29,5,0,6,0.12,10,0.0,0,0.29,36,1,1,41,3029.25,43,1,1.048780488,0.024390244,0.0,0.301,0.0,0.0,9,1,1316,38,-1
71,1000.0,0,1000.0,0.0,56,0.1995,0.29,0.2,13,0,6,0.13,7,0.0,0,0.2,36,1,1,47,4307.01,14,1,0.29787234,0.021276596000000002,3257.01,0.235,0.0,0.36758333299999996,12,5,106,52,-1
72,1300.0,0,1300.0,0.0,34,0.149,0.17,0.1495,2,4,6,0.07,10,0.0,0,0.1495,36,1,1,31,4704.98,11,1,0.35483871,0.032258065,2579.99,0.18100000000000002,0.159,0.082316667,2,3,398,6,-1
73,3000.0,0,3000.0,0.0,29,0.2795,0.29,0.29,5,0,7,0.39,7,0.01,0,0.28,36,1,1,28,3000.0,29,0,1.035714286,0.0,0.0,0.0,0.0,0.36758333299999996,12,3,714,50,-1
78,2500.0,0,2500.0,0.0,30,0.2895,0.29,0.29,13,0,7,0.09,3,0.0,1,0.29,36,1,1,23,2747.13,26,1,1.1304347829999999,0.043478261,200.0,0.301,0.3,0.36758333299999996,2,3,517,6,-1
79,1200.0,0,1200.0,0.0,8,0.2595,0.26,0.26,34,0,6,0.3,7,0.0,0,0.26,36,1,1,8,1556.89,7,1,0.875,0.125,0.0,0.271,0.27,0.36758333299999996,11,5,623,44,-1
80,1999.0,0,1999.0,0.0,41,0.1995,0.24,0.2,9,0,7,0.18,7,0.0,0,0.2,36,1,1,34,3403.36,17,1,0.5,0.029411765,1389.97,0.0,0.24,0.057857143,6,3,1318,25,-1
82,1000.0,0,1000.0,0.0,41,0.1787,0.22,0.1792,19,0,6,0.33,7,0.0,0,0.1792,36,1,1,34,2977.39,12,1,0.352941176,0.029411765,1945.38,0.19,0.22,0.1599,4,2,442,17,-1
83,1000.0,0,1000.0,0.0,10,0.1095,0.15,0.15,14,0,7,0.25,7,0.04,0,0.11,36,1,1,5,1000.0,10,0,2.0,0.0,0.0,0.0,0.16,0.36758333299999996,11,4,1117,44,-1
85,3000.0,0,3000.0,0.0,16,0.2295,0.23,0.23,11,7,7,0.3,10,0.0,0,0.23,36,1,1,13,3254.05,14,1,1.076923077,0.076923077,250.0,0.24100000000000002,0.24,0.0,12,2,632,50,-1
86,3000.0,0,3000.0,0.0,36,0.35700000000000004,0.3575,0.3575,5,0,7,0.055189999999999996,7,0.0,0,0.3575,36,1,1,31,3400.0,31,0,1.0,0.0,400.0,0.0,0.0,0.0,3,6,1019,12,-1
87,1000.0,0,1000.0,0.0,11,0.3495,0.35,0.35,15,1,7,0.07,7,0.0,0,0.35,36,1,1,11,1000.0,11,0,1.0,0.0,0.0,0.361,0.0,0.36758333299999996,6,1,689,23,-1
88,1500.0,0,1500.0,0.0,66,0.2035,0.29,0.204,13,0,6,0.06,7,0.0,1,0.204,36,1,1,55,5939.01,17,1,0.30909090899999997,0.018181818,4428.01,0.215,0.24,0.0,2,3,921,5,-1
91,1000.0,0,1000.0,0.0,10,0.1695,0.17,0.17,51,0,6,0.11,3,0.0,1,0.17,36,1,1,10,1000.0,10,0,1.0,0.0,0.0,0.18100000000000002,0.0,0.0,12,1,875,49,-1
96,2551.0,0,2551.0,0.0,29,0.3495,0.35,0.35,5,1,6,0.15,5,0.0,0,0.35,36,1,1,25,2577.37,28,1,1.12,0.04,0.0,0.0,0.36,0.0,12,6,15,51,-1
97,1200.0,0,1200.0,0.0,9,0.1945,0.2075,0.2075,30,0,7,0.2,3,0.0125,0,0.195,36,1,1,8,1200.0,9,0,1.125,0.0,0.0,0.0,0.2175,0.36758333299999996,6,0,775,26,-1
101,2000.0,0,2000.0,0.0,32,0.2369,0.2375,0.2374,24,0,7,0.27,7,0.0,0,0.2374,36,1,1,24,2787.44,23,1,0.958333333,0.041666667000000004,725.0,0.2485,0.0,0.079166667,5,4,648,18,-1
105,1000.0,0,1000.0,0.0,15,0.349,0.35,0.3495,6,1,7,0.04,7,0.0,1,0.3495,36,1,1,12,1534.92,9,1,0.75,0.083333333,450.0,0.361,0.36,0.36758333299999996,9,2,1181,37,-1
106,2000.0,0,2000.0,0.0,24,0.2895,0.29,0.29,13,0,7,0.12,10,0.0,1,0.29,36,1,1,22,2050.4,23,1,1.045454545,0.045454545,0.0,0.0,0.3,0.36758333299999996,11,6,1003,45,-1
110,3000.0,0,3000.0,0.0,150,0.2495,0.35,0.25,16,1,7,0.12,10,0.0,0,0.25,36,1,1,109,11688.51,41,1,0.376146789,0.009174311999999999,8588.85,0.361,0.35,0.297622727,12,0,1075,52,-1
111,2500.0,0,2500.0,0.0,24,0.2195,0.22,0.22,13,0,6,0.17,5,0.0,0,0.22,36,1,1,21,2601.9,22,1,1.047619048,0.047619048,50.0,0.231,0.23,0.022000000000000002,6,6,717,24,-1
113,7800.0,0,7800.0,0.0,180,0.2695,0.29,0.27,12,0,7,0.18,10,0.0,0,0.27,36,1,1,143,14650.76,90,1,0.629370629,0.006993007,6508.69,0.285,0.29,0.20971304300000002,1,2,392,1,-1
117,1500.0,0,1500.0,0.0,4,0.1445,0.1575,0.1575,15,0,8,0.01,3,0.0125,0,0.145,36,1,1,4,1500.0,4,0,1.0,0.0,0.0,0.0,0.1675,0.36758333299999996,5,3,732,21,-1
118,2999.0,0,2999.0,0.0,32,0.2895,0.29,0.29,2,0,7,0.24,10,0.0,0,0.29,36,1,1,30,3003.64,31,1,1.033333333,0.033333333,0.0,0.301,0.0,0.0,7,1,636,31,-1
119,2700.0,0,2700.0,0.0,36,0.2395,0.24,0.24,20,0,6,0.28,10,0.0,0,0.24,36,1,1,28,3760.71,26,1,0.9285714290000001,0.035714286,985.7,0.0,0.25,0.0,11,1,833,46,-1
121,1000.0,0,1000.0,0.0,13,0.1495,0.15,0.15,21,0,7,0.19,5,0.0,1,0.15,36,1,1,13,1004.04,12,1,0.923076923,0.076923077,0.0,0.161,0.16,0.0,12,6,1427,50,-1
122,2550.0,0,2550.0,0.0,24,0.2895,0.29,0.29,5,0,6,0.21,7,0.0,0,0.29,36,1,1,20,2670.5,22,1,1.1,0.05,100.0,0.301,0.0,0.032222222,8,1,746,31,-1
124,1000.0,0,1000.0,0.0,43,0.249,0.35,0.2495,28,4,6,0.3,7,0.0,1,0.2495,36,1,1,31,3861.73,13,1,0.419354839,0.032258065,2831.51,0.361,0.36,0.234993333,3,2,1001,11,-1
125,3500.0,0,3500.0,0.0,46,0.2895,0.29,0.29,16,0,7,0.29,5,0.0,0,0.29,36,1,1,44,3500.0,46,0,1.045454545,0.0,0.0,0.0,0.0,0.36758333299999996,12,1,926,52,-1
127,2500.0,0,2500.0,0.0,24,0.3495,0.35,0.35,5,1,7,0.15,7,0.0,0,0.35,36,1,1,24,2524.98,23,1,0.958333333,0.041666667000000004,0.0,0.361,0.36,0.0,8,4,519,32,-1
128,2500.0,0,2500.0,0.0,28,0.3445,0.35,0.345,29,3,6,0.25,5,0.0,0,0.345,36,1,1,24,3514.33,22,1,0.916666667,0.041666667000000004,835.0,0.361,0.36,0.05,2,4,606,7,-1
131,3000.0,0,3000.0,0.0,106,0.1934,0.2248,0.1939,10,0,6,0.08,7,0.0,0,0.1939,36,1,1,91,7587.17,43,1,0.472527473,0.010989011000000002,4541.98,0.21,0.2245,0.169810811,6,2,484,26,-1
138,1200.0,0,1200.0,0.0,6,0.1345,0.135,0.135,21,4,7,0.28,5,0.0,0,0.135,36,1,1,6,1200.0,6,0,1.0,0.0,0.0,0.146,0.145,0.36758333299999996,12,1,679,50,-1
139,2000.0,0,2000.0,0.0,7,0.1295,0.15,0.15,29,0,7,0.39,7,0.02,0,0.13,36,1,1,6,2350.0,6,1,1.0,0.166666667,0.0,0.161,0.16,0.36758333299999996,4,4,597,15,-1
140,1125.0,0,1125.0,0.0,17,0.1994,0.2,0.1999,31,0,6,0.0,7,0.0,0,0.1999,36,1,1,15,1650.0,9,1,0.6,0.066666667,500.0,0.21100000000000002,0.2,0.2,11,3,751,44,-1
144,1800.0,0,1800.0,0.0,30,0.2495,0.25,0.25,13,0,6,0.1,10,0.0,0,0.25,36,1,1,28,2055.0,27,1,0.9642857140000001,0.035714286,200.0,0.0,0.26,0.36758333299999996,11,5,1207,44,-1
145,3000.0,0,3000.0,0.0,200,0.1965,0.29,0.19699999999999998,13,0,6,0.14,7,0.0,1,0.19699999999999998,36,1,1,141,16381.41,42,1,0.29787234,0.007092199,13360.98,0.285,0.249,0.17426875,12,0,845,50,-1
146,1515.0,0,1515.0,0.0,29,0.276,0.2835,0.2765,30,7,6,0.0,7,0.0,0,0.2765,36,1,1,26,2325.53,22,1,0.846153846,0.038461537999999997,782.6,0.2945,0.2935,0.36758333299999996,4,2,264,16,-1
147,2500.0,0,2500.0,0.0,94,0.2495,0.35,0.25,16,1,6,0.23,7,0.0,0,0.25,36,1,1,79,7285.41,34,1,0.43037974700000003,0.012658228,4765.75,0.361,0.35,0.168044444,7,3,1123,29,-1
148,4999.0,0,4999.0,0.0,42,0.2895,0.29,0.29,5,0,6,0.26,7,0.0,0,0.29,36,1,1,39,5028.53,41,1,1.051282051,0.025641026,0.0,0.0,0.0,0.0,10,1,977,40,-1
150,1000.0,0,1000.0,0.0,2,0.1995,0.2,0.2,1,0,7,0.02,3,0.0,0,0.2,36,1,1,1,1000.0,2,0,2.0,0.0,0.0,0.0,0.21,0.36758333299999996,11,2,1251,46,-1
151,3000.0,0,3000.0,0.0,138,0.1744,0.23,0.1749,5,0,6,0.14,3,0.0,0,0.1749,36,1,1,110,12115.62,34,1,0.30909090899999997,0.009090909,8976.92,0.218,0.2225,0.19135,3,0,895,10,-1
152,4499.0,0,4499.0,0.0,51,0.3495,0.35,0.35,19,0,6,0.43,3,0.0,0,0.35,36,1,1,45,4548.89,50,1,1.111111111,0.022222222000000003,0.0,0.0,0.0,0.0,12,0,1178,49,-1
153,2000.0,0,2000.0,0.0,14,0.2795,0.29,0.29,16,0,7,0.04,7,0.01,0,0.28,36,1,1,14,2050.0,13,1,0.9285714290000001,0.071428571,0.0,0.0,0.3,0.36758333299999996,2,5,1087,5,-1
156,3500.0,0,3500.0,0.0,16,0.2695,0.27,0.27,13,0,7,0.1,7,0.0,0,0.27,36,1,1,13,3515.48,15,1,1.153846154,0.076923077,0.0,0.0,0.28,0.36758333299999996,10,5,1158,43,-1
157,7400.0,0,7400.0,0.0,374,0.209,0.29,0.2295,5,0,7,0.21,10,0.02,0,0.2095,36,1,1,186,50650.85,93,1,0.5,0.005376344,43212.46,0.26,0.27,0.174608333,2,4,837,8,-1
159,1000.0,0,1000.0,0.0,7,0.3495,0.35,0.35,9,4,7,0.0,7,0.0,0,0.35,36,1,1,7,1145.0,6,1,0.857142857,0.14285714300000002,0.0,0.361,0.36,0.0,6,1,606,23,-1
162,1800.0,0,1800.0,0.0,81,0.1925,0.24,0.203,9,0,6,0.2,7,0.01,0,0.193,36,1,1,59,10097.35,21,1,0.35593220299999995,0.016949153,8263.48,0.19399999999999998,0.25,0.22399999999999998,3,0,1105,12,-1
164,1500.0,0,1500.0,0.0,10,0.237,0.25,0.25,13,0,7,0.22,10,0.0125,0,0.2375,36,1,1,10,1525.0,9,1,0.9,0.1,0.0,0.0,0.26,0.36758333299999996,6,1,701,26,-1
165,5000.0,0,5000.0,0.0,117,0.2405,0.29,0.261,1,0,6,0.16,7,0.02,1,0.24100000000000002,36,1,1,100,9211.11,56,1,0.56,0.01,4105.05,0.24,0.27,0.2198,8,4,470,33,-1
172,2000.0,0,2000.0,0.0,30,0.2595,0.29,0.29,29,0,7,0.0,7,0.03,0,0.26,36,1,1,28,2003.59,29,1,1.035714286,0.035714286,0.0,0.0,0.0,0.36758333299999996,8,2,374,35,-1
173,2500.0,0,2500.0,0.0,29,0.2895,0.29,0.29,24,0,7,0.75,10,0.0,1,0.29,36,1,1,23,2520.3,28,1,1.217391304,0.043478261,0.0,0.0,0.0,0.36758333299999996,7,3,1245,27,-1
175,10000.0,0,10000.0,0.0,1,0.0545,0.055,0.055,20,0,7,0.0,7,0.0,0,0.055,36,1,1,1,10000.0,1,0,1.0,0.0,0.0,0.066,0.065,0.36758333299999996,7,3,1091,30,-1
176,1100.0,0,1100.0,0.0,74,0.138,0.2,0.1685,31,0,7,0.07,10,0.03,0,0.1385,36,1,1,51,5021.61,16,1,0.31372549,0.019607843,3891.61,0.16,0.21,0.13705,2,1,688,9,-1
177,5000.0,0,5000.0,0.0,213,0.1995,0.29,0.21,2,0,7,0.18,7,0.01,1,0.2,36,1,1,132,22767.73,56,1,0.424242424,0.007575758,17726.29,0.301,0.275,0.1914375,5,0,918,20,-1
178,1250.0,0,1250.0,0.0,24,0.2174,0.23,0.2279,9,0,7,0.01,10,0.01,1,0.2179,36,1,1,20,1664.0,21,1,1.05,0.05,250.0,0.0,0.0,0.048633333,7,1,711,31,-1
179,2551.0,0,2551.0,0.0,37,0.3495,0.35,0.35,5,0,7,0.24,10,0.0,0,0.35,36,1,1,37,2566.41,36,1,0.972972973,0.027027027000000002,0.0,0.361,0.0,0.36758333299999996,12,2,687,49,-1
182,8995.0,0,8995.0,0.0,40,0.1095,0.11,0.11,38,0,7,0.45,7,0.0,1,0.11,36,1,1,36,8995.0,40,0,1.111111111,0.0,0.0,0.121,0.12,0.36758333299999996,1,3,129,2,-1
185,1900.0,0,1900.0,0.0,24,0.2605,0.27,0.261,1,0,6,0.2,7,0.0,1,0.261,36,1,1,24,2003.36,22,1,0.916666667,0.041666667000000004,50.0,0.281,0.0,0.36758333299999996,9,5,351,39,-1
186,1000.0,0,1000.0,0.0,27,0.22699999999999998,0.2618,0.2375,32,0,7,0.08,7,0.01,0,0.2275,36,1,1,26,1934.42,13,1,0.5,0.038461537999999997,889.35,0.2728,0.2718,0.2518,8,2,1213,34,-1
187,4000.0,0,4000.0,0.0,35,0.3495,0.35,0.35,5,4,7,0.13,10,0.0,0,0.35,36,1,1,29,4006.86,34,1,1.172413793,0.034482759,0.0,0.0,0.36,0.36758333299999996,1,6,1323,1,-1
192,2000.0,0,2000.0,0.0,27,0.3195,0.32,0.32,16,0,6,0.05,7,0.0,0,0.32,36,1,1,26,2003.37,26,1,1.0,0.038461537999999997,0.0,0.0,0.33,0.36758333299999996,11,4,675,48,-1
193,3000.0,0,3000.0,0.0,122,0.2495,0.35,0.25,5,4,7,0.24,10,0.0,0,0.25,36,1,1,98,9861.04,37,1,0.37755102,0.010204082,6702.7,0.33,0.0,0.19777999999999998,2,2,450,6,-1
197,1550.0,0,1550.0,0.0,10,0.2395,0.24,0.24,20,1,6,0.15,5,0.0,1,0.24,36,1,1,10,1577.71,9,1,0.9,0.1,0.0,0.0,0.0,0.36758333299999996,2,3,989,8,-1
202,1000.0,0,1000.0,0.0,26,0.217,0.22,0.2175,10,0,7,0.15,7,0.0,0,0.2175,36,1,1,24,1849.66,15,1,0.625,0.041666667000000004,815.18,0.21,0.23,0.165,5,1,691,20,-1
203,2550.0,0,2550.0,0.0,31,0.2695,0.29,0.29,5,0,7,0.02,7,0.02,0,0.27,36,1,1,19,2753.28,26,1,1.368421053,0.052631579000000005,200.0,0.301,0.3,0.36758333299999996,12,0,1114,50,-1
208,2625.0,0,2625.0,0.0,36,0.2895,0.29,0.29,5,0,6,3.68,7,0.0,0,0.29,36,1,1,34,2944.0,32,1,0.9411764709999999,0.029411765,250.0,0.0,0.3,0.36758333299999996,12,1,1165,51,-1
210,2500.0,0,2500.0,0.0,110,0.2558,0.3443,0.2563,12,7,7,0.14,7,0.0,0,0.2563,36,1,1,75,8710.68,32,1,0.42666666700000005,0.013333333000000001,6096.81,0.3553,0.32,0.32101999999999997,7,2,821,28,-1
211,1000.0,0,1000.0,0.0,15,0.3495,0.35,0.35,9,4,6,0.0,7,0.0,0,0.35,36,1,1,14,1001.06,14,1,1.0,0.071428571,0.0,0.0,0.36,0.36758333299999996,6,5,1169,25,-1
214,2000.0,0,2000.0,0.0,112,0.1895,0.26,0.19,24,0,6,0.22,7,0.0,0,0.19,36,1,1,81,9092.09,26,1,0.320987654,0.012345678999999998,6989.04,0.255,0.249,0.20326666699999998,12,0,1335,52,-1
215,1500.0,0,1500.0,0.0,22,0.2895,0.29,0.29,32,0,6,0.39,7,0.0,0,0.29,36,1,1,21,1514.98,21,1,1.0,0.047619048,0.0,0.301,0.3,0.36758333299999996,9,1,1320,37,-1
216,12000.0,0,12000.0,0.0,97,0.2795,0.29,0.28,13,0,7,0.09,7,0.0,1,0.28,36,1,1,78,15160.44,63,1,0.807692308,0.012820513,2960.34,0.285,0.0,0.1438,2,1,1192,6,-1
218,2200.0,0,2200.0,0.0,14,0.3495,0.35,0.35,9,3,6,0.0,7,0.0,0,0.35,36,1,1,14,2223.44,13,1,0.9285714290000001,0.071428571,0.0,0.0,0.0,0.36758333299999996,8,1,1113,32,-1
220,2250.0,0,2250.0,0.0,42,0.2968,0.3,0.2973,46,1,7,0.08,7,0.0,1,0.2973,36,1,1,34,3867.5,34,1,1.0,0.029411765,1427.31,0.0,0.0,0.06,5,5,781,19,-1
221,2000.0,0,2000.0,0.0,14,0.22699999999999998,0.24,0.24,32,0,6,0.17,7,0.0125,0,0.2275,36,1,1,12,2277.0,11,1,0.916666667,0.083333333,100.0,0.251,0.25,0.36758333299999996,6,3,445,23,-1
224,1000.0,0,1000.0,0.0,15,0.1395,0.15,0.15,29,0,7,0.04,7,0.01,0,0.14,36,1,1,14,1025.0,14,1,1.0,0.071428571,0.0,0.0,0.0,0.0,2,4,1194,5,-1
229,3000.0,0,3000.0,0.0,205,0.1614,0.29,0.1619,5,0,6,0.18,7,0.0,0,0.1619,36,1,1,145,15423.82,45,1,0.310344828,0.006896551999999999,12229.07,0.2395,0.22399999999999998,0.146035294,4,4,636,16,-1
235,2800.0,0,2800.0,0.0,18,0.3495,0.35,0.35,5,4,6,0.33,7,0.0,0,0.35,36,1,1,17,2952.48,16,1,0.9411764709999999,0.058823529000000006,124.38,0.34,0.36,0.36758333299999996,4,0,1191,16,-1
239,3000.0,0,3000.0,0.0,71,0.1995,0.28,0.22,5,0,7,0.16,7,0.02,0,0.2,36,1,1,56,9306.81,26,1,0.46428571399999996,0.017857143,5451.81,0.29100000000000004,0.26,0.15,6,3,931,23,-1
244,1000.0,0,1000.0,0.0,50,0.1745,0.24,0.175,9,0,7,0.29,7,0.0,0,0.175,36,1,1,29,4118.63,9,1,0.310344828,0.034482759,3045.44,0.251,0.23,0.117066667,11,2,39,48,-1
246,3000.0,0,3000.0,0.0,35,0.3495,0.35,0.35,11,1,7,0.25,7,0.0,0,0.35,36,1,1,31,3029.12,34,1,1.096774194,0.032258065,0.0,0.361,0.36,0.36758333299999996,7,1,1338,28,-1
247,6001.0,0,6001.0,0.0,69,0.2195,0.22,0.22,27,0,6,0.27,10,0.0,0,0.22,36,1,1,60,6617.76,63,1,1.05,0.016666667,501.0,0.231,0.0,0.0,2,0,638,8,-1
251,2500.0,0,2500.0,0.0,67,0.2983,0.35,0.2988,0,7,6,0.14,7,0.0,0,0.2988,36,1,1,61,4676.43,35,1,0.5737704920000001,0.016393443,2143.9,0.33,0.35,0.200775,8,4,842,31,-1
