,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
13,2500.0,0.0,2500.0,0.0,72,0.0795,0.12,0.08,13,0,1,0.08,10,0.0,1,0.08,36,1.0,1,60.0,9006.15,21.0,1.0,0.35,0.016666666666666666,6431.15,0.075,0.0,0.032600000000000004,8,3,15,33,-1.0
14,3000.0,0.0,3000.0,0.0,163,0.0845,0.1083,0.085,35,6,2,0.04,7,0.0,0,0.085,36,1.0,1,156.0,10165.13,45.0,1.0,0.28846153846153844,0.00641025641025641,7159.98,0.0,0.08900000000000001,0.017,8,6,1327,34,-1.0
15,5000.0,0.0,5000.0,0.0,171,0.1245,0.14300000000000002,0.125,19,1,3,0.17,7,0.0,0,0.125,36,1.0,1,155.0,11328.909999999998,70.0,1.0,0.4516129032258064,0.0064516129032258064,6279.190000000001,0.1295,0.1345,0.0592,1,0,974,3,-1.0
16,7000.0,0.0,7000.0,0.0,216,0.1195,0.14,0.12,20,0,2,0.14,7,0.0,1,0.12,36,1.0,1,189.0,16050.65,92.0,1.0,0.4867724867724868,0.005291005291005291,9017.72,0.13,0.14,0.06515833333333332,12,2,84,49,-1.0
17,5000.0,0.0,5000.0,0.0,69,0.1415,0.1601,0.142,5,1,3,0.36,3,0.0,0,0.142,36,1.0,1,69.0,5181.73,66.0,1.0,0.9565217391304348,0.014492753623188406,100.0,0.1711,0.1701,0.3675833333333333,3,0,683,11,-1.0
18,9999.0,0.0,9999.0,0.0,307,0.1595,0.22,0.16,5,1,3,0.18,7,0.0,1,0.16,36,1.0,1,266.0,22215.94,118.0,1.0,0.44360902255639095,0.003759398496240601,12179.56,0.21,0.2195,0.11711250000000002,8,3,1228,34,-1.0
19,5000.0,0.0,5000.0,0.0,54,0.0995,0.1,0.1,5,0,1,0.13,7,0.0,1,0.1,36,1.0,1,52.0,5496.26,50.0,1.0,0.9615384615384616,0.019230769230769232,475.0,0.111,0.11,0.3675833333333333,9,2,565,36,-1.0
20,10000.0,0.0,10000.0,0.0,253,0.1559,0.1852,0.1564,26,1,3,0.47,7,0.0,1,0.1564,36,1.0,1,204.0,27553.43,99.0,1.0,0.4852941176470588,0.004901960784313725,17412.030000000002,0.16,0.1825,0.11977777777777775,1,3,1353,3,-1.0
22,20000.0,0.0,20000.0,0.0,71,0.162,0.165,0.165,5,0,2,0.3,10,0.0025,1,0.1625,36,1.0,1,59.0,20000.0,71.0,0.0,1.2033898305084745,0.0,0.0,0.17600000000000002,0.17500000000000002,0.3675833333333333,8,3,420,34,-1.0
23,3001.0,0.0,3001.0,0.0,24,0.1495,0.15,0.15,12,0,2,0.13141,7,0.0,0,0.15,36,1.0,1,21.0,3335.0,19.0,1.0,0.9047619047619048,0.047619047619047616,310.0,0.161,0.16,0.3675833333333333,3,5,324,12,-1.0
25,9500.0,0.0,9500.0,0.0,278,0.08900000000000001,0.105,0.0895,5,0,1,0.14,7,0.0,1,0.0895,36,1.0,1,239.0,22954.18,113.0,1.0,0.4728033472803347,0.0041841004184100415,13425.79,0.1,0.105,0.05465897435897437,9,2,790,38,-1.0
26,9000.0,0.0,9000.0,0.0,151,0.1395,0.155,0.1425,12,0,3,0.38,7,0.0025,0,0.14,36,1.0,1,110.0,16373.28,71.0,1.0,0.6454545454545455,0.00909090909090909,7230.0,0.1475,0.1525,0.09489268292682927,6,1,1047,24,-1.0
27,20000.0,0.0,20000.0,0.0,456,0.194,0.2502,0.1945,15,3,2,0.34,7,0.0,0,0.1945,36,1.0,1,408.0,37440.12,302.0,1.0,0.7401960784313726,0.0024509803921568627,17347.07,0.24,0.25,0.024408000000000003,4,1,1315,18,-1.0
28,7000.0,0.0,7000.0,0.0,127,0.1395,0.1567,0.14,12,1,3,0.42,10,0.0,0,0.14,36,1.0,1,127.0,7366.0,120.0,1.0,0.9448818897637796,0.007874015748031496,350.0,0.16770000000000002,0.1667,0.3675833333333333,2,1,981,8,-1.0
29,3000.0,0.0,3000.0,0.0,46,0.1358,0.1363,0.1363,51,2,2,0.45,7,0.0,1,0.1363,36,1.0,1,44.0,3001.700000000001,45.0,1.0,1.0227272727272727,0.022727272727272728,0.0,0.0,0.0,0.0,8,4,653,33,-1.0
31,2000.0,0.0,2000.0,0.0,11,0.1585,0.17,0.159,5,0,2,0.06,3,0.0,0,0.159,36,1.0,1,10.0,2125.0,10.0,1.0,1.0,0.1,0.0,0.18100000000000002,0.18000000000000002,0.3675833333333333,5,3,484,22,-1.0
32,2500.0,0.0,2500.0,0.0,26,0.0995,0.1,0.1,6,0,1,0.03,3,0.0,1,0.1,36,1.0,1,26.0,2513.61,25.0,1.0,0.9615384615384616,0.038461538461538464,0.0,0.111,0.11,0.3675833333333333,1,0,727,2,-1.0
33,20000.0,0.0,20000.0,0.0,325,0.1806,0.1886,0.1811,16,3,3,0.37,7,0.0,0,0.1811,36,1.0,1,291.0,26841.69,256.0,1.0,0.8797250859106529,0.003436426116838488,6833.98,0.17800000000000002,0.1886,0.034996875,3,0,1069,14,-1.0
34,1000.0,0.0,1000.0,0.0,37,0.062,0.1,0.0625,6,0,1,0.15,5,0.0,1,0.0625,36,1.0,1,33.0,4575.57,6.0,1.0,0.18181818181818185,0.030303030303030307,3275.57,0.065,0.075,0.0345,5,5,506,21,-1.0
35,4040.0,0.0,4040.0,0.0,208,0.0545,0.35,0.055,5,4,1,0.05,7,0.0,1,0.055,36,1.0,1,174.0,22087.19,21.0,1.0,0.1206896551724138,0.005747126436781609,17766.58,0.055,0.0595,0.0,12,0,1347,51,-1.0
36,7000.0,0.0,7000.0,0.0,148,0.0745,0.0965,0.075,16,4,1,0.21,7,0.0,1,0.075,36,1.0,1,146.0,9904.61,101.0,1.0,0.6917808219178082,0.00684931506849315,2831.96,0.0,0.0,0.0,3,1,530,11,-1.0
37,15000.0,0.0,15000.0,0.0,161,0.1495,0.15,0.15,12,0,1,0.35,7,0.0,1,0.15,36,1.0,1,157.0,15137.149999999998,158.0,1.0,1.0063694267515924,0.006369426751592357,100.0,0.0,0.0,0.00625,11,4,216,44,-1.0
38,17500.0,0.0,17500.0,0.0,318,0.1082,0.12,0.1087,20,0,1,0.16,7,0.0,1,0.1087,36,1.0,1,262.0,34418.25,162.0,1.0,0.6183206106870229,0.0038167938931297713,16222.3,0.115,0.12,0.059415151515151525,3,2,1274,12,-1.0
40,4300.0,0.0,4300.0,0.0,41,0.1025,0.103,0.103,18,0,3,0.12,10,0.0,0,0.103,36,1.0,1,41.0,4374.040000000001,39.0,1.0,0.951219512195122,0.024390243902439025,50.0,0.0,0.113,0.3675833333333333,11,2,1082,45,-1.0
46,1000.0,0.0,1000.0,0.0,29,0.0745,0.0965,0.075,26,2,1,0.08,7,0.0,1,0.075,36,1.0,1,29.0,1511.48,18.0,1.0,0.6206896551724138,0.03448275862068965,500.0,0.1075,0.1065,0.3675833333333333,3,5,844,9,-1.0
47,5000.0,0.0,5000.0,0.0,72,0.0835,0.085,0.084,15,0,1,0.12,10,0.0,0,0.084,36,1.0,1,69.0,6815.06,50.0,1.0,0.7246376811594203,0.014492753623188406,1800.0,0.096,0.0,0.028333333333333325,11,6,1327,47,-1.0
48,2500.0,0.0,2500.0,0.0,115,0.1015,0.1331,0.102,3,6,3,0.07,7,0.0,0,0.102,36,1.0,1,84.0,8307.54,34.0,1.0,0.4047619047619048,0.011904761904761904,5687.53,0.11,0.126,0.05696,7,5,642,30,-1.0
50,3000.0,0.0,3000.0,0.0,94,0.0745,0.08,0.075,5,0,1,0.01,7,0.0,0,0.075,36,1.0,1,83.0,7461.99,37.0,1.0,0.4457831325301205,0.012048192771084338,4312.68,0.075,0.0795,0.03449444444444444,1,4,1010,3,-1.0
51,7000.0,0.0,7000.0,0.0,133,0.1375,0.16,0.138,27,0,3,0.16,5,0.0,0,0.138,36,1.0,1,114.0,12351.63,69.0,1.0,0.6052631578947368,0.008771929824561403,5350.469999999998,0.133,0.17,0.3675833333333333,10,0,845,42,-1.0
53,2300.0,0.0,2300.0,0.0,98,0.0995,0.15,0.1,31,0,3,0.09,3,0.0,0,0.1,36,1.0,1,91.0,8848.05,26.0,1.0,0.2857142857142857,0.01098901098901099,6513.77,0.1045,0.1015,0.3675833333333333,5,1,450,22,-1.0
54,1600.0,0.0,1600.0,0.0,1,0.0595,0.06,0.06,2,0,2,0.35,7,0.0,0,0.06,36,1.0,1,1.0,1600.0,1.0,0.0,1.0,0.0,0.0,0.071,0.0,0.3675833333333333,6,6,754,23,-1.0
56,14900.0,0.0,14900.0,0.0,349,0.208,0.26,0.2085,5,0,2,0.0,7,0.0,0,0.2085,36,1.0,1,260.0,35055.249999999985,169.0,1.0,0.65,0.003846153846153847,20126.57,0.25,0.26,0.11632692307692305,12,1,1098,49,-1.0
57,4200.0,0.0,4200.0,0.0,70,0.1395,0.1627,0.14,6,0,3,0.0,7,0.0,0,0.14,36,1.0,1,61.0,12998.57,25.0,1.0,0.4098360655737705,0.016393442622950817,7169.5,0.15,0.155,0.08304375,11,6,608,44,-1.0
58,16000.0,0.0,16000.0,0.0,494,0.0955,0.1428,0.101,15,0,1,0.16,7,0.005,0,0.096,36,1.0,1,403.0,49487.7,168.0,1.0,0.4168734491315136,0.0024813895781637717,33454.61,0.1215,0.1195,0.05466923076923079,6,3,597,23,-1.0
59,15000.0,0.0,15000.0,0.0,113,0.1713,0.1718,0.1718,20,1,2,0.43,10,0.0,0,0.1718,36,1.0,1,98.0,15116.88,111.0,1.0,1.1326530612244898,0.010204081632653059,50.0,0.1828,0.0,0.0,3,3,376,13,-1.0
60,4000.0,0.0,4000.0,0.0,102,0.1395,0.17,0.14,10,4,3,0.0,5,0.0,0,0.14,36,1.0,1,102.0,5932.13,72.0,1.0,0.7058823529411765,0.00980392156862745,1895.0,0.0,0.0,0.0,2,2,569,8,-1.0
63,5000.0,0.0,5000.0,0.0,86,0.0995,0.1,0.1,6,0,1,0.11,3,0.0,1,0.1,36,1.0,1,81.0,6702.299999999997,66.0,1.0,0.8148148148148148,0.012345679012345678,1566.98,0.095,0.0,0.0,7,3,589,30,-1.0
65,5000.0,0.0,5000.0,0.0,208,0.0795,0.1014,0.08,21,7,1,0.08,7,0.0,0,0.08,36,1.0,1,197.0,13111.51,72.0,1.0,0.3654822335025381,0.005076142131979695,8091.36,0.0882,0.08900000000000001,0.011428571428571429,7,6,681,27,-1.0
67,5000.0,0.0,5000.0,0.0,106,0.0745,0.0865,0.075,13,2,1,0.32,7,0.0,0,0.075,36,1.0,1,105.0,6578.98,80.0,1.0,0.7619047619047619,0.009523809523809523,1550.14,0.0975,0.0,0.0,3,1,1015,11,-1.0
68,10000.0,0.0,10000.0,0.0,280,0.135,0.1587,0.1355,29,7,3,0.25,7,0.0,0,0.1355,36,1.0,1,270.0,17757.7,152.0,1.0,0.562962962962963,0.003703703703703704,7724.53,0.0,0.1425,0.10587009345794407,5,2,567,19,-1.0
69,5000.0,0.0,5000.0,0.0,70,0.1345,0.1356,0.135,15,4,3,0.11,5,0.0,0,0.135,36,1.0,1,70.0,6002.82,57.0,1.0,0.8142857142857143,0.014285714285714284,893.77,0.0,0.1356,0.0,3,4,568,13,-1.0
70,12000.0,0.0,12000.0,0.0,343,0.1295,0.162,0.13,5,0,3,0.24,10,0.0,0,0.13,36,1.0,1,313.0,25614.9,164.0,1.0,0.5239616613418531,0.003194888178913738,13570.01,0.15,0.16,0.09034,10,0,735,44,-1.0
72,3000.0,0.0,3000.0,0.0,93,0.079,0.0842,0.0795,13,2,1,0.04,7,0.0,1,0.0795,36,1.0,1,92.0,6223.73,48.0,1.0,0.5217391304347826,0.010869565217391304,3200.01,0.0,0.0,0.3675833333333333,2,4,1087,6,-1.0
73,6100.0,0.0,6100.0,0.0,56,0.0885,0.08900000000000001,0.08900000000000001,0,0,2,0.09,10,0.0,1,0.08900000000000001,36,1.0,1,46.0,8886.400000000001,47.0,1.0,1.0217391304347827,0.021739130434782608,2000.0,0.1,0.0,0.0,3,3,1092,9,-1.0
75,8000.0,0.0,8000.0,0.0,87,0.13699999999999998,0.1375,0.1375,12,0,3,0.11,10,0.0,0,0.1375,36,1.0,1,83.0,8122.629999999999,86.0,1.0,1.036144578313253,0.012048192771084338,0.0,0.0,0.14750000000000002,0.3675833333333333,5,3,769,19,-1.0
76,7000.0,0.0,7000.0,0.0,263,0.1305,0.2192,0.131,9,1,3,0.31,7,0.0,0,0.131,36,1.0,1,262.0,15178.73,124.0,1.0,0.4732824427480916,0.0038167938931297713,8150.66,0.1214,0.2292,0.0,9,1,761,39,-1.0
77,1000.0,0.0,1000.0,0.0,7,0.1215,0.132,0.132,15,0,3,10.01,10,0.01,0,0.122,36,1.0,1,7.0,1037.94,6.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.14300000000000002,0.14200000000000002,0.3675833333333333,5,0,1052,21,-1.0
78,8000.0,0.0,8000.0,0.0,92,0.1445,0.15,0.15,52,0,3,0.21,10,0.005,1,0.145,36,1.0,1,85.0,8441.03,85.0,1.0,1.0,0.011764705882352941,400.0,0.0,0.145,0.3675833333333333,7,4,1019,28,-1.0
79,12000.0,0.0,12000.0,0.0,158,0.1309,0.1314,0.1314,5,1,2,0.13,7,0.0,1,0.1314,36,1.0,1,158.0,14403.97,136.0,1.0,0.8607594936708861,0.006329113924050633,2287.34,0.0,0.1314,0.007299999999999998,7,6,1225,28,-1.0
80,1500.0,0.0,1500.0,0.0,86,0.0975,0.1299,0.098,1,1,3,0.11,7,0.0,0,0.098,36,1.0,1,75.0,5796.6,20.0,1.0,0.26666666666666666,0.013333333333333334,4259.42,0.11,0.11800000000000001,0.0757,12,3,1329,49,-1.0
81,2000.0,0.0,2000.0,0.0,96,0.0995,0.1565,0.1,39,1,3,0.32,7,0.0,1,0.1,36,1.0,1,78.0,7754.58,21.0,1.0,0.2692307692307692,0.01282051282051282,5703.63,0.1465,0.1388,0.06861249999999999,8,0,966,33,-1.0
82,3000.0,0.0,3000.0,0.0,17,0.0932,0.095,0.0937,13,0,1,0.1,7,0.0,1,0.0937,36,1.0,1,14.0,4350.0,15.0,1.0,1.0714285714285714,0.07142857142857142,100.0,0.106,0.105,0.3675833333333333,8,5,1079,33,-1.0
83,3500.0,0.0,3500.0,0.0,192,0.0895,0.13,0.09,12,0,2,0.24,7,0.0,1,0.09,36,1.0,1,147.0,14623.239999999998,51.0,1.0,0.3469387755102041,0.006802721088435374,11101.14,0.095,0.1299,0.10053555555555553,8,4,745,35,-1.0
85,5000.0,0.0,5000.0,0.0,33,0.0695,0.07,0.07,24,0,1,0.54,10,0.0,1,0.07,36,1.0,1,19.0,5104.87,32.0,1.0,1.6842105263157894,0.05263157894736842,0.0,0.0,0.0,0.0,4,2,746,14,-1.0
86,10000.0,0.0,10000.0,0.0,224,0.0765,0.1142,0.077,0,1,1,0.19,5,0.0,0,0.077,36,1.0,1,221.0,13589.14,176.0,1.0,0.7963800904977375,0.004524886877828055,3539.92,0.1252,0.0,0.0,4,3,966,14,-1.0
87,7500.0,0.0,7500.0,0.0,294,0.0994,0.1371,0.0999,33,4,2,0.06,7,0.0,1,0.0999,36,1.0,1,261.0,25684.02,72.0,1.0,0.27586206896551724,0.0038314176245210726,18180.29,0.12,0.1179,0.07478333333333337,5,3,1055,21,-1.0
88,21000.0,0.0,21000.0,0.0,385,0.1045,0.105,0.105,15,3,1,0.22,10,0.0,0,0.105,36,1.0,1,377.0,27835.87,260.0,1.0,0.6896551724137931,0.002652519893899204,6832.78,0.0,0.0,0.059724770642202,1,5,715,2,-1.0
89,1000.0,0.0,1000.0,0.0,12,0.0945,0.095,0.095,8,0,3,0.0,10,0.0,1,0.095,36,1.0,1,12.0,1000.0,12.0,0.0,1.0,0.0,0.0,0.106,0.105,0.3675833333333333,8,4,531,34,-1.0
91,10000.0,0.0,10000.0,0.0,193,0.2045,0.25,0.205,37,7,2,0.15,7,0.0,0,0.205,36,1.0,1,156.0,19672.45,113.0,1.0,0.7243589743589743,0.00641025641025641,9574.18,0.0,0.0,0.0616,8,1,587,33,-1.0
92,9875.0,0.0,9875.0,0.0,241,0.2745,0.35,0.275,10,7,3,0.0,7,0.0,1,0.275,36,1.0,1,191.0,23133.47,111.0,1.0,0.5811518324607329,0.005235602094240838,13106.14,0.361,0.33,0.15052631578947367,8,4,667,34,-1.0
93,5000.0,0.0,5000.0,0.0,241,0.1345,0.1627,0.135,6,7,3,0.21,5,0.0,1,0.135,36,1.0,1,181.0,16057.320000000005,75.0,1.0,0.4143646408839779,0.0055248618784530384,11009.71,0.14,0.1627,0.12948500000000002,12,5,1223,52,-1.0
95,6001.0,0.0,6001.0,0.0,149,0.0783,0.0892,0.0788,0,7,1,0.14,7,0.0,0,0.0788,36,1.0,1,135.0,10109.669999999998,96.0,1.0,0.7111111111111111,0.007407407407407408,3872.25,0.0792,0.0891,0.042492857142857145,3,3,455,10,-1.0
96,15000.0,0.0,15000.0,0.0,435,0.0996,0.14,0.1001,27,0,2,0.15,5,0.0,0,0.1001,36,1.0,1,387.0,40594.330000000016,190.0,1.0,0.4909560723514212,0.002583979328165375,25561.01,0.135,0.11900000000000001,0.021088,10,0,912,42,-1.0
97,5000.0,0.0,5000.0,0.0,141,0.1095,0.13,0.115,5,0,3,0.11,7,0.005,0,0.11,36,1.0,1,122.0,12194.19,59.0,1.0,0.4836065573770492,0.008196721311475409,7137.43,0.12,0.12,0.054014285714285716,11,2,964,45,-1.0
100,8000.0,0.0,8000.0,0.0,203,0.103,0.12,0.1035,5,0,2,0.11,7,0.0,0,0.1035,36,1.0,1,185.0,18581.02,92.0,1.0,0.4972972972972973,0.0054054054054054074,10539.79,0.115,0.1195,0.050640625,5,3,613,20,-1.0
101,10000.0,0.0,10000.0,0.0,264,0.1055,0.1485,0.106,7,7,1,0.0,7,0.0,1,0.106,36,1.0,1,261.0,15384.43,167.0,1.0,0.6398467432950191,0.0038314176245210726,5364.17,0.135,0.1485,0.0,7,0,653,28,-1.0
102,8000.0,0.0,8000.0,0.0,88,0.1795,0.18,0.18,9,0,2,0.45,7,0.0,0,0.18,36,1.0,1,82.0,8061.71,87.0,1.0,1.0609756097560976,0.012195121951219513,0.0,0.0,0.19,0.3675833333333333,5,4,492,18,-1.0
103,13000.0,0.0,13000.0,0.0,230,0.1385,0.15,0.139,37,0,3,0.21,7,0.0,0,0.139,36,1.0,1,215.0,24279.84,145.0,1.0,0.6744186046511628,0.004651162790697674,11231.42,0.13,0.147,0.05875,9,4,1071,38,-1.0
104,4000.0,0.0,4000.0,0.0,197,0.122,0.1892,0.1225,5,1,3,0.09,7,0.0,1,0.1225,36,1.0,1,155.0,17936.71,44.0,1.0,0.2838709677419355,0.0064516129032258064,13858.42,0.159,0.1552,0.10676,12,5,761,50,-1.0
105,5000.0,0.0,5000.0,0.0,172,0.0995,0.16,0.1,5,0,2,0.0,7,0.0,0,0.1,36,1.0,1,142.0,15223.73,60.0,1.0,0.4225352112676056,0.007042253521126761,10202.12,0.155,0.128,0.04148125,6,3,474,26,-1.0
107,5000.0,0.0,5000.0,0.0,289,0.105,0.235,0.1055,5,0,3,0.19,7,0.0,0,0.1055,36,1.0,1,257.0,23498.73,63.0,1.0,0.245136186770428,0.003891050583657589,18473.21,0.127,0.12,0.076612,3,1,930,11,-1.0
108,3000.0,0.0,3000.0,0.0,103,0.0795,0.09,0.08,5,0,1,0.04,5,0.0,0,0.08,36,1.0,1,93.0,8444.06,42.0,1.0,0.4516129032258064,0.010752688172043013,5360.0,0.08,0.0885,0.042625,3,3,38,9,-1.0
111,2500.0,0.0,2500.0,0.0,122,0.0633,0.0834,0.0638,29,1,1,0.09,7,0.0,1,0.0638,36,1.0,1,96.0,10164.71,34.0,1.0,0.3541666666666667,0.010416666666666666,7658.93,0.0734,0.0834,0.0662666666666667,5,4,834,19,-1.0
112,4750.0,0.0,4750.0,0.0,44,0.1245,0.1299,0.125,12,0,3,0.12,7,0.0,0,0.125,36,1.0,1,41.0,5915.26,39.0,1.0,0.951219512195122,0.024390243902439025,225.0,0.1409,0.1399,0.3675833333333333,8,2,1034,34,-1.0
113,15000.0,0.0,15000.0,0.0,287,0.1595,0.1814,0.16,16,2,1,0.16,7,0.0,1,0.16,36,1.0,1,249.0,25962.74000000001,159.0,1.0,0.6385542168674698,0.004016064257028112,10925.149999999998,0.0,0.1814,0.1003,4,3,567,17,-1.0
114,14000.0,0.0,14000.0,0.0,352,0.1375,0.17,0.138,14,0,3,0.2,10,0.0,1,0.138,36,1.0,1,275.0,33674.380000000005,141.0,1.0,0.5127272727272727,0.003636363636363637,19668.04,0.1445,0.18000000000000002,0.3675833333333333,12,0,1019,50,-1.0
115,6000.0,0.0,6000.0,0.0,273,0.0943,0.125,0.0948,30,0,2,0.21,7,0.0,0,0.0948,36,1.0,1,225.0,22931.9,74.0,1.0,0.3288888888888889,0.004444444444444445,16900.38,0.115,0.1195,0.06469622641509436,11,5,857,44,-1.0
116,2500.0,0.0,2500.0,0.0,28,0.1994,0.2019,0.1999,10,7,3,0.5,7,0.0,1,0.1999,36,1.0,1,25.0,3466.33,22.0,1.0,0.88,0.04,876.89,0.2129,0.2119,0.042992857142857145,9,2,974,39,-1.0
117,3947.13,0.0,3947.13,0.0,82,0.0995,0.1233,0.1,15,0,2,0.3,10,0.0,1,0.1,36,1.0,1,63.0,6835.659999999999,44.0,1.0,0.6984126984126984,0.015873015873015872,2813.74,0.1125,0.11,0.07083333333333333,11,4,1435,44,-1.0
119,10000.0,0.0,10000.0,0.0,260,0.1695,0.1991,0.17,2,7,2,0.0,7,0.0,1,0.17,36,1.0,1,218.0,20742.69,131.0,1.0,0.6009174311926605,0.004587155963302753,10736.87,0.18600000000000005,0.1991,0.0882048780487805,8,6,957,31,-1.0
120,6000.0,0.0,6000.0,0.0,140,0.1399,0.1671,0.1454,12,0,3,0.43,10,0.005,0,0.1404,36,1.0,1,120.0,12629.48,64.0,1.0,0.5333333333333333,0.008333333333333333,6576.85,0.1521,0.16,0.09676250000000004,6,4,239,24,-1.0
121,13750.0,0.0,13750.0,0.0,511,0.0995,0.1525,0.1,5,0,2,0.14,7,0.0,0,0.1,36,1.0,1,417.0,50166.07000000002,177.0,1.0,0.4244604316546763,0.002398081534772182,36370.75,0.1344,0.1215,0.05847714285714286,10,0,1239,40,-1.0
122,3000.0,0.0,3000.0,0.0,58,0.0765,0.08,0.077,5,0,1,0.02934,7,0.0,0,0.077,36,1.0,1,45.0,7315.0,30.0,1.0,0.6666666666666666,0.022222222222222227,4240.0,0.0,0.09,0.039375,3,2,502,11,-1.0
123,1000.0,0.0,1000.0,0.0,59,0.0695,0.1,0.0725,6,0,2,0.15,10,0.0025,0,0.07,36,1.0,1,45.0,5415.28,5.0,1.0,0.1111111111111111,0.022222222222222227,4162.0,0.0845,0.081,0.07764000000000001,4,0,224,14,-1.0
124,6000.0,0.0,6000.0,0.0,199,0.1305,0.1992,0.131,16,1,3,0.21,7,0.0,0,0.131,36,1.0,1,199.0,12144.62,95.0,1.0,0.4773869346733669,0.005025125628140704,6108.52,0.122,0.2092,0.0,9,5,1101,39,-1.0
125,7500.0,0.0,7500.0,0.0,168,0.1105,0.1246,0.111,28,7,2,0.15,7,0.0,1,0.111,36,1.0,1,164.0,12300.69,89.0,1.0,0.5426829268292683,0.006097560975609756,4775.96,0.0,0.121,0.09209814814814817,6,4,117,24,-1.0
126,5800.0,0.0,5800.0,0.0,92,0.168,0.1775,0.1685,6,0,3,0.29,3,0.0,0,0.1685,36,1.0,1,74.0,9600.21,53.0,1.0,0.7162162162162162,0.013513513513513514,3663.2500000000014,0.1885,0.1775,0.07208333333333335,6,6,912,25,-1.0
129,3000.0,0.0,3000.0,0.0,96,0.1674,0.22,0.1679,35,1,3,0.0,7,0.0,0,0.1679,36,1.0,1,83.0,6392.28,44.0,1.0,0.5301204819277109,0.012048192771084338,3392.01,0.231,0.23,0.140175,6,4,569,25,-1.0
