,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
64,3000.0,0.0,3000.0,0.0,43,0.1595,0.1645,0.16,13,0,4,0.08,7,0.0,0,0.16,36,1.0,1,41.0,4471.72,35.0,1.0,0.8536585365853658,0.024390243902439025,1446.71,0.17550000000000002,0.17450000000000002,0.3675833333333333,9,3,720,39,-1.0
65,2500.0,0.0,2500.0,0.0,26,0.2195,0.22,0.22,13,0,5,0.29,10,0.0,1,0.22,36,1.0,1,24.0,2500.0,26.0,0.0,1.0833333333333333,0.0,0.0,0.231,0.23,0.3675833333333333,2,0,950,7,-1.0
67,1000.0,0.0,1000.0,0.0,82,0.1545,0.2882,0.155,1,4,5,0.23,7,0.0,1,0.155,36,1.0,1,55.0,4655.48,16.0,1.0,0.2909090909090909,0.01818181818181818,3637.87,0.23,0.2126,0.14741666666666667,4,3,1230,16,-1.0
68,1000.0,0.0,1000.0,0.0,4,0.1095,0.11,0.11,21,0,5,0.23302,7,0.0,0,0.11,36,1.0,1,2.0,1050.0,3.0,1.0,1.5,0.5,0.0,0.0,0.12,0.3675833333333333,2,2,570,7,-1.0
70,1000.0,0.0,1000.0,0.0,15,0.2395,0.24,0.24,1,0,5,0.08,3,0.0,0,0.24,36,1.0,1,15.0,1002.18,14.0,1.0,0.9333333333333332,0.06666666666666668,0.0,0.251,0.25,0.3675833333333333,9,2,942,36,-1.0
71,6100.0,0.0,6100.0,0.0,69,0.1995,0.21,0.205,0,0,4,3.28,7,0.005,0,0.2,36,1.0,1,57.0,7749.53,51.0,1.0,0.8947368421052632,0.017543859649122806,1600.87,0.0,0.0,0.04497777777777778,1,2,1132,4,-1.0
72,3000.0,0.0,3000.0,0.0,164,0.1495,0.21,0.1575,13,0,5,0.15,10,0.0075,0,0.15,36,1.0,1,109.0,15384.71,36.0,1.0,0.3302752293577982,0.009174311926605505,12311.19,0.1945,0.185,0.10701111111111113,5,1,1327,20,-1.0
73,3000.0,0.0,3000.0,0.0,107,0.196,0.254,0.1965,16,7,5,0.1,7,0.0,1,0.1965,36,1.0,1,88.0,7647.500000000001,42.0,1.0,0.4772727272727273,0.011363636363636364,4646.58,0.21,0.2,0.15356666666666666,7,1,716,31,-1.0
74,7000.0,0.0,7000.0,0.0,65,0.2845,0.29,0.29,5,0,5,0.67,7,0.005,0,0.285,36,1.0,1,56.0,8682.73,64.0,1.0,1.1428571428571428,0.017857142857142856,0.0,0.0,0.0,0.0,7,2,348,29,-1.0
77,2500.0,0.0,2500.0,0.0,160,0.1145,0.17,0.13,14,0,5,0.1,7,0.015,0,0.115,36,1.0,1,110.0,12863.79,42.0,1.0,0.3818181818181817,0.00909090909090909,10209.96,0.15,0.145,0.1038904761904762,1,0,984,1,-1.0
78,3000.0,0.0,3000.0,0.0,25,0.1795,0.18,0.18,19,0,5,0.14,7,0.0,0,0.18,36,1.0,1,25.0,3002.71,24.0,1.0,0.96,0.04,0.0,0.191,0.19,0.3675833333333333,3,1,1097,12,-1.0
80,9000.0,0.0,9000.0,0.0,349,0.1445,0.205,0.15,5,0,4,0.32,10,0.005,1,0.145,36,1.0,1,274.0,31565.86,94.0,1.0,0.34306569343065696,0.0036496350364963507,22514.31,0.19,0.1995,0.1284131147540984,6,4,2,23,-1.0
81,2000.0,0.0,2000.0,0.0,2,0.0795,0.08,0.08,9,0,4,1.05,10,0.0,0,0.08,36,1.0,1,2.0,2000.0,2.0,0.0,1.0,0.0,0.0,0.091,0.09,0.3675833333333333,8,2,1215,35,-1.0
84,1000.0,0.0,1000.0,0.0,18,0.147,0.15,0.1475,21,0,5,0.34,5,0.0,0,0.1475,36,1.0,1,17.0,1435.0,11.0,1.0,0.6470588235294118,0.05882352941176471,409.0,0.0,0.0,0.3675833333333333,1,4,742,1,-1.0
85,2350.0,0.0,2350.0,0.0,84,0.174,0.2,0.1745,47,0,5,0.11,7,0.0,1,0.1745,36,1.0,1,68.0,5967.13,35.0,1.0,0.5147058823529411,0.014705882352941175,3585.0,0.21100000000000002,0.1995,0.09844545454545454,10,0,669,40,-1.0
86,15000.0,0.0,15000.0,0.0,127,0.2495,0.25,0.25,5,0,5,0.05598,14,0.0,0,0.25,36,1.0,1,111.0,15094.04,126.0,1.0,1.135135135135135,0.009009009009009007,0.0,0.0,0.0,0.3675833333333333,3,3,497,13,-1.0
88,5000.0,0.0,5000.0,0.0,41,0.2895,0.29,0.29,5,0,5,2.09,7,0.0,0,0.29,36,1.0,1,26.0,5309.56,39.0,1.0,1.5,0.038461538461538464,50.0,0.301,0.3,0.3675833333333333,5,1,1028,18,-1.0
89,3000.0,0.0,3000.0,0.0,66,0.127,0.1428,0.1275,15,0,4,0.0,7,0.0,0,0.1275,36,1.0,1,56.0,5391.1500000000015,35.0,1.0,0.625,0.017857142857142856,2360.79,0.15380000000000002,0.1428,0.06389333333333333,8,2,1204,31,-1.0
91,8000.0,0.0,8000.0,0.0,163,0.1545,0.157,0.155,10,1,5,0.35,7,0.0,0,0.155,36,1.0,1,162.0,10000.919999999998,124.0,1.0,0.7654320987654321,0.006172839506172839,1975.0,0.145,0.16699999999999998,0.0,3,4,359,11,-1.0
92,6000.0,0.0,6000.0,0.0,255,0.1995,0.3311,0.2,5,3,4,3.23,10,0.0,0,0.2,36,1.0,1,196.0,21401.22,73.0,1.0,0.3724489795918368,0.005102040816326529,15357.580000000002,0.0,0.0,0.2461666666666667,1,1,507,5,-1.0
93,7500.0,0.0,7500.0,0.0,89,0.3495,0.35,0.35,31,1,4,0.52,7,0.0,0,0.35,36,1.0,1,82.0,9027.54,82.0,1.0,1.0,0.012195121951219513,1525.0,0.361,0.0,0.0,6,1,993,23,-1.0
94,6000.0,0.0,6000.0,0.0,173,0.1425,0.2583,0.14300000000000002,20,4,5,0.21,7,0.0,0,0.14300000000000002,36,1.0,1,168.0,11163.330000000002,98.0,1.0,0.5833333333333334,0.005952380952380952,5151.52,0.2395,0.255,0.09020625000000004,6,5,1205,25,-1.0
95,2000.0,0.0,2000.0,0.0,14,0.1445,0.15,0.15,37,0,4,0.24,5,0.005,1,0.145,36,1.0,1,14.0,2000.0,14.0,0.0,1.0,0.0,0.0,0.0,0.16,0.3675833333333333,8,2,889,33,-1.0
96,2100.0,0.0,2100.0,0.0,53,0.1495,0.1944,0.15,5,1,4,0.18,7,0.0,1,0.15,36,1.0,1,43.0,4190.18,17.0,1.0,0.3953488372093023,0.02325581395348837,2061.08,0.0,0.1944,0.1165,8,0,791,35,-1.0
99,1000.0,0.0,1000.0,0.0,24,0.1645,0.182,0.165,2,0,4,0.69,7,0.0,0,0.165,36,1.0,1,21.0,2073.19,12.0,0.0,0.5714285714285714,0.0,1073.19,0.17,0.192,0.17909999999999998,11,3,1241,48,-1.0
103,2500.0,0.0,2500.0,0.0,30,0.2295,0.24,0.24,20,0,5,0.3,10,0.01,0,0.23,36,1.0,1,30.0,2500.0,30.0,0.0,1.0,0.0,0.0,0.251,0.25,0.3675833333333333,7,4,666,28,-1.0
104,2000.0,0.0,2000.0,0.0,22,0.2385,0.24,0.239,20,1,4,0.25,5,0.0,1,0.239,36,1.0,1,21.0,2221.65,19.0,1.0,0.9047619047619048,0.047619047619047616,200.0,0.251,0.25,0.12,12,2,287,51,-1.0
105,2500.0,0.0,2500.0,0.0,125,0.1245,0.15,0.125,15,0,5,0.37,7,0.0,0,0.125,36,1.0,1,88.0,9992.250000000002,27.0,1.0,0.3068181818181818,0.011363636363636364,7423.3,0.14,0.1495,0.1167,3,1,1062,10,-1.0
106,7000.0,0.0,7000.0,0.0,121,0.104,0.1207,0.1045,29,3,4,0.3,5,0.0,0,0.1045,36,1.0,1,121.0,7130.609999999999,118.0,1.0,0.975206611570248,0.008264462809917356,104.9,0.105,0.1307,0.3675833333333333,3,4,753,13,-1.0
107,2500.0,0.0,2500.0,0.0,46,0.289,0.2911,0.2895,27,4,5,0.16,7,0.0,1,0.2895,36,1.0,1,39.0,3398.86,34.0,1.0,0.8717948717948718,0.02564102564102564,876.1,0.30210000000000004,0.0,0.0,6,1,1086,25,-1.0
108,5000.0,0.0,5000.0,0.0,142,0.1611,0.23,0.1816,20,0,5,0.26,10,0.02,0,0.1616,36,1.0,1,103.0,12695.89,45.0,1.0,0.4368932038834951,0.009708737864077669,7648.11,0.2,0.1991,0.10670769230769232,8,0,646,35,-1.0
109,7000.0,0.0,7000.0,0.0,132,0.1145,0.1172,0.115,29,7,4,0.15,7,0.0,0,0.115,36,1.0,1,132.0,7413.57,123.0,1.0,0.9318181818181818,0.007575757575757577,400.0,0.0,0.115,0.0,1,0,1070,3,-1.0
110,9000.0,0.0,9000.0,0.0,387,0.1694,0.35,0.1699,5,3,4,0.16,7,0.0,0,0.1699,36,1.0,1,326.0,27683.38999999999,129.0,1.0,0.39570552147239263,0.003067484662576687,18629.36,0.34,0.3125,0.15456250000000002,2,0,1128,6,-1.0
111,2500.0,0.0,2500.0,0.0,60,0.1615,0.2109,0.162,10,1,5,0.14,7,0.0,0,0.162,36,1.0,1,60.0,3467.04,42.0,1.0,0.7,0.016666666666666666,942.0,0.2219,0.2209,0.3675833333333333,9,2,398,38,-1.0
114,15000.0,0.0,15000.0,0.0,209,0.2225,0.2458,0.223,5,0,4,0.18,7,0.0,0,0.223,36,1.0,1,190.0,17587.789999999994,172.0,1.0,0.9052631578947368,0.005263157894736842,2511.34,0.223,0.233,0.02981269841269842,7,4,1338,29,-1.0
116,4000.0,0.0,4000.0,0.0,148,0.1565,0.2,0.157,32,0,4,0.12,10,0.0,0,0.157,36,1.0,1,118.0,11324.750000000002,53.0,1.0,0.4491525423728814,0.00847457627118644,7149.71,0.163,0.2,0.1101206896551724,7,3,1240,30,-1.0
117,1500.0,0.0,1500.0,0.0,95,0.1245,0.1878,0.125,9,1,4,0.19,7,0.0,0,0.125,36,1.0,1,89.0,6192.27,23.0,1.0,0.25842696629213485,0.011235955056179777,4626.79,0.1356,0.1289,0.06939999999999999,9,1,669,40,-1.0
118,2000.0,0.0,2000.0,0.0,99,0.1895,0.35,0.19,0,1,5,0.25,7,0.0,1,0.19,36,1.0,1,85.0,6695.05,26.0,1.0,0.3058823529411765,0.011764705882352941,4693.08,0.29,0.33,0.15529375,6,3,1089,26,-1.0
121,2000.0,0.0,2000.0,0.0,49,0.1595,0.1845,0.16,5,7,4,0.19,7,0.0,0,0.16,36,1.0,1,45.0,3010.42,32.0,1.0,0.7111111111111111,0.022222222222222227,922.19,0.17,0.1945,0.0657,7,6,914,29,-1.0
124,1000.0,0.0,1000.0,0.0,58,0.1872,0.35,0.1877,39,1,5,0.33,7,0.0,0,0.1877,36,1.0,1,53.0,3965.3,15.0,1.0,0.2830188679245283,0.018867924528301886,2943.18,0.361,0.24,0.11885,9,0,752,37,-1.0
127,5000.0,0.0,5000.0,0.0,89,0.151,0.1928,0.1515,12,4,4,0.37,7,0.0,0,0.1515,36,1.0,1,89.0,5845.89,77.0,1.0,0.8651685393258427,0.011235955056179777,781.51,0.0,0.0,0.3675833333333333,3,2,1287,11,-1.0
131,5000.0,0.0,5000.0,0.0,153,0.2435,0.35,0.244,2,1,5,0.65,10,0.0,0,0.244,36,1.0,1,119.0,14072.95,59.0,1.0,0.4957983193277311,0.008403361344537815,8984.82,0.29,0.36,0.2443153846153846,4,1,945,14,-1.0
133,4400.0,0.0,4400.0,0.0,240,0.14800000000000002,0.225,0.1535,5,0,5,0.17,7,0.005,0,0.1485,36,1.0,1,177.0,21939.03,54.0,1.0,0.3050847457627119,0.005649717514124294,17495.81,0.2015,0.1895,0.11622,5,1,1196,22,-1.0
134,7000.0,0.0,7000.0,0.0,147,0.151,0.21,0.1515,9,1,4,0.23,7,0.0,1,0.1515,36,1.0,1,146.0,8409.82,127.0,1.0,0.8698630136986302,0.00684931506849315,1398.02,0.18,0.0,0.3675833333333333,4,3,921,16,-1.0
135,7500.0,0.0,7500.0,0.0,72,0.232,0.24,0.24,9,0,5,0.35,7,0.0075,0,0.2325,36,1.0,1,67.0,7530.67,71.0,1.0,1.0597014925373134,0.01492537313432836,0.0,0.0,0.0,0.0,10,0,562,40,-1.0
136,1900.0,0.0,1900.0,0.0,42,0.1975,0.2243,0.198,16,1,5,0.19,7,0.0,0,0.198,36,1.0,1,42.0,2270.0,34.0,1.0,0.8095238095238095,0.023809523809523808,350.0,0.2353,0.2343,0.3675833333333333,1,1,1135,5,-1.0
140,7000.0,0.0,7000.0,0.0,109,0.1545,0.157,0.155,5,1,5,0.4,7,0.0,0,0.155,36,1.0,1,109.0,7156.160000000003,105.0,1.0,0.963302752293578,0.009174311926605505,150.0,0.168,0.16699999999999998,0.3675833333333333,3,4,656,10,-1.0
143,4816.0,0.0,4816.0,0.0,186,0.1585,0.2875,0.16899999999999998,12,0,4,0.08,7,0.01,1,0.159,36,1.0,1,120.0,18924.07,60.0,1.0,0.5,0.008333333333333333,14041.91,0.271,0.198,0.042633333333333336,6,0,474,25,-1.0
145,5000.0,0.0,5000.0,0.0,76,0.1425,0.15,0.14300000000000002,21,0,4,0.16,10,0.0,1,0.14300000000000002,36,1.0,1,63.0,8510.0,44.0,1.0,0.6984126984126984,0.015873015873015872,3261.6400000000012,0.145,0.0,0.3675833333333333,10,1,519,40,-1.0
147,5000.0,0.0,5000.0,0.0,96,0.1339,0.15,0.1394,26,0,4,0.16,10,0.005,0,0.1344,36,1.0,1,80.0,9804.23,54.0,1.0,0.675,0.0125,4644.23,0.161,0.0,0.11881578947368422,9,2,1139,37,-1.0
148,2000.0,0.0,2000.0,0.0,65,0.104,0.1885,0.1045,12,4,4,0.36,7,0.0,0,0.1045,36,1.0,1,61.0,4621.699999999999,25.0,1.0,0.4098360655737705,0.016393442622950817,2574.06,0.17300000000000001,0.0,0.016071428571428573,6,1,1040,25,-1.0
150,2400.0,0.0,2400.0,0.0,111,0.16399999999999998,0.2172,0.1645,10,4,4,0.15,7,0.0,1,0.1645,36,1.0,1,89.0,7658.249999999999,36.0,1.0,0.4044943820224719,0.011235955056179777,5210.36,0.2282,0.2172,0.11472608695652176,2,6,1142,7,-1.0
151,6500.0,0.0,6500.0,0.0,130,0.2195,0.25,0.23,16,0,5,0.37,7,0.01,0,0.22,36,1.0,1,123.0,10506.88,74.0,1.0,0.6016260162601627,0.008130081300813009,3967.54,0.2299,0.24,0.09833333333333333,8,3,584,32,-1.0
152,6000.0,0.0,6000.0,0.0,200,0.1495,0.19,0.15,30,0,4,0.26,7,0.0,1,0.15,36,1.0,1,157.0,19827.68999999999,65.0,1.0,0.4140127388535032,0.006369426751592357,13699.78,0.16,0.1875,0.14020350877192986,6,1,660,23,-1.0
154,3000.0,0.0,3000.0,0.0,107,0.1955,0.24,0.196,20,4,5,0.27,10,0.0,0,0.196,36,1.0,1,94.0,8524.650000000001,34.0,1.0,0.3617021276595745,0.010638297872340424,5477.869999999999,0.251,0.24,0.24,3,6,1064,12,-1.0
156,9000.0,0.0,9000.0,0.0,197,0.203,0.25,0.2035,5,1,4,0.3,7,0.0,0,0.2035,36,1.0,1,163.0,16543.38,91.0,1.0,0.558282208588957,0.006134969325153374,7468.45,0.24,0.24,0.1917636363636364,7,2,917,30,-1.0
160,7000.0,0.0,7000.0,0.0,213,0.1995,0.35,0.2,37,1,5,0.42,7,0.0,0,0.2,36,1.0,1,162.0,22049.310000000005,108.0,1.0,0.6666666666666666,0.006172839506172839,15014.69,0.2219,0.3469,0.15020909090909093,6,4,953,24,-1.0
161,11000.0,0.0,11000.0,0.0,356,0.2395,0.35,0.24,33,1,4,0.29,7,0.0,1,0.24,36,1.0,1,282.0,29643.359999999986,113.0,1.0,0.4007092198581561,0.0035460992907801405,18627.23,0.34,0.35,0.20358550724637686,7,6,1062,29,-1.0
164,5000.0,0.0,5000.0,0.0,1,0.097,0.0975,0.0975,5,1,5,0.0,3,0.0,0,0.0975,36,1.0,1,1.0,5000.0,1.0,0.0,1.0,0.0,0.0,0.1085,0.1075,0.3675833333333333,1,1,987,3,-1.0
165,1500.0,0.0,1500.0,0.0,102,0.112,0.14,0.1125,11,0,4,0.12,10,0.0,1,0.1125,36,1.0,1,58.0,7410.17,21.0,1.0,0.3620689655172414,0.017241379310344827,5871.17,0.1345,0.129,0.0945,5,0,835,19,-1.0
166,3500.0,0.0,3500.0,0.0,47,0.2195,0.22,0.22,5,0,4,0.05,7,0.0,1,0.22,36,1.0,1,45.0,3595.0,46.0,1.0,1.022222222222222,0.022222222222222227,0.0,0.0,0.23,0.3675833333333333,8,3,820,35,-1.0
167,6000.0,0.0,6000.0,0.0,246,0.0995,0.2153,0.1,10,7,4,0.09,7,0.0,0,0.1,36,1.0,1,238.0,16826.81,99.0,1.0,0.41596638655462187,0.004201680672268907,10820.71,0.15,0.1121,0.0,7,6,1183,27,-1.0
168,2500.0,0.0,2500.0,0.0,23,0.2695,0.27,0.27,32,0,5,0.23,10,0.0,0,0.27,36,1.0,1,21.0,2539.5600000000004,22.0,1.0,1.0476190476190477,0.047619047619047616,0.0,0.0,0.28,0.3675833333333333,10,2,816,41,-1.0
