,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
35,1300.0,0,1300.0,0.0,8,0.2895,0.29,0.29,32,5,6,0.46,7,0.0,0,0.29,36,1,1,8,1350.0,7,1,0.875,0.125,0.0,0.301,0.3,0.36758333299999996,12,2,603,52,-1
36,2551.0,0,2551.0,0.0,118,0.1995,0.29,0.2,5,0,7,0.15,5,0.0,0,0.2,36,1,1,97,8869.77,41,1,0.422680412,0.010309278,6249.28,0.27,0.29,0.149294118,9,2,763,37,-1
39,3000.0,0,3000.0,0.0,43,0.2895,0.29,0.29,45,0,6,0.53,10,0.0,0,0.29,36,1,1,40,3757.1,34,1,0.85,0.025,749.28,0.301,0.0,0.0725,6,1,595,25,-1
43,1900.0,0,1900.0,0.0,97,0.2015,0.29,0.222,16,0,7,0.09,10,0.02,0,0.20199999999999999,36,1,1,79,7552.1,25,1,0.316455696,0.012658228,5583.3,0.301,0.25,0.2234,5,1,460,19,-1
49,3000.0,0,3000.0,0.0,23,0.3495,0.35,0.35,24,4,6,0.38,7,0.0,0,0.35,36,1,1,21,3380.03,22,1,1.047619048,0.047619048,0.0,0.361,0.0,0.36758333299999996,3,5,408,9,-1
52,4500.0,0,4500.0,0.0,255,0.1995,0.3276,0.2,28,1,6,0.36,10,0.0,0,0.2,36,1,1,202,17669.18,66,1,0.32673267300000003,0.004950495,12969.28,0.2809,0.32,0.219716667,1,5,968,1,-1
56,2000.0,0,2000.0,0.0,23,0.2895,0.29,0.29,16,0,7,0.32,7,0.0,0,0.29,36,1,1,20,2257.52,21,1,1.05,0.05,164.75,0.301,0.3,0.0,4,6,432,13,-1
59,1000.0,0,1000.0,0.0,27,0.22699999999999998,0.2618,0.2375,32,0,7,0.08,7,0.01,0,0.2275,36,1,1,26,1934.42,13,1,0.5,0.038461537999999997,889.35,0.2728,0.2718,0.2518,8,2,1213,34,-1
61,2000.0,0,2000.0,0.0,14,0.22699999999999998,0.24,0.24,32,0,6,0.17,7,0.0125,0,0.2275,36,1,1,12,2277.0,11,1,0.916666667,0.083333333,100.0,0.251,0.25,0.36758333299999996,6,3,445,23,-1
64,3000.0,0,3000.0,0.0,6,0.2995,0.3,0.3,5,1,7,0.38,7,0.0,0,0.3,36,1,1,5,3000.0,6,0,1.2,0.0,0.0,0.311,0.31,0.36758333299999996,1,3,1283,3,-1
65,2200.0,0,2200.0,0.0,91,0.1995,0.24,0.2,9,0,6,0.18,10,0.0,0,0.2,36,1,1,74,5801.41,31,1,0.418918919,0.013513513999999999,3411.41,0.235,0.235,0.1276,12,4,949,50,-1
67,1500.0,0,1500.0,0.0,108,0.174,0.29,0.1745,13,0,6,0.08,7,0.0,0,0.1745,36,1,1,88,8302.73,21,1,0.238636364,0.011363636000000002,6762.73,0.21,0.1899,0.15752307699999998,4,4,699,16,-1
70,1000.0,0,1000.0,0.0,11,0.2181,0.2186,0.2186,19,0,7,0.23,5,0.0,0,0.2186,36,1,1,9,1025.0,10,1,1.111111111,0.111111111,0.0,0.2296,0.0,0.36758333299999996,6,3,700,25,-1
73,1000.0,0,1000.0,0.0,12,0.237,0.2375,0.2375,13,0,7,0.01877,10,0.0,0,0.2375,36,1,1,10,1025.0,11,1,1.1,0.1,0.0,0.0,0.0,0.0,5,0,880,18,-1
74,3000.0,0,3000.0,0.0,63,0.2994,0.35,0.2999,2,7,6,0.02,7,0.0,1,0.2999,36,1,1,47,5613.55,31,1,0.659574468,0.021276596000000002,2533.3,0.0,0.3298,0.208125,9,4,980,37,-1
75,1500.0,0,1500.0,0.0,44,0.1995,0.28,0.2,16,0,6,0.25,7,0.0,1,0.2,36,1,1,36,3970.43,9,1,0.25,0.027777778,2420.43,0.29100000000000004,0.29,0.236647059,10,2,843,44,-1
80,1100.0,0,1100.0,0.0,13,0.1695,0.2,0.2,31,0,6,0.13,10,0.03,0,0.17,36,1,1,2,1100.0,13,0,6.5,0.0,0.0,0.0,0.21,0.36758333299999996,11,2,460,45,-1
81,1000.0,0,1000.0,0.0,5,0.1995,0.2375,0.2375,20,0,6,0.054979999999999994,3,0.0375,1,0.2,36,1,1,5,1000.0,5,0,1.0,0.0,0.0,0.2485,0.0,0.36758333299999996,4,2,572,17,-1
85,2000.0,0,2000.0,0.0,14,0.1695,0.17,0.17,14,0,7,0.04,10,0.0,0,0.17,36,1,1,11,2002.22,13,1,1.181818182,0.090909091,0.0,0.18100000000000002,0.18,0.36758333299999996,8,4,1085,34,-1
90,1150.0,0,1150.0,0.0,23,0.2795,0.2875,0.28,1,0,7,0.04,5,0.0,0,0.28,36,1,1,22,1940.51,13,1,0.590909091,0.045454545,650.0,0.2985,0.2975,0.0575,7,0,456,29,-1
91,5500.0,0,5500.0,0.0,24,0.2895,0.29,0.29,1,0,7,0.16,10,0.0,0,0.29,36,1,1,20,5773.74,20,1,1.0,0.05,200.0,0.0,0.0,0.36758333299999996,11,4,299,47,-1
93,3500.0,0,3500.0,0.0,38,0.2795,0.29,0.29,24,0,6,0.58,7,0.01,0,0.28,36,1,1,37,3755.92,37,1,1.0,0.027027027000000002,0.0,0.301,0.3,0.36758333299999996,6,1,666,24,-1
94,2551.0,0,2551.0,0.0,183,0.1895,0.3056,0.19,5,1,6,0.38,10,0.0,0,0.19,36,1,1,127,11942.27,35,1,0.275590551,0.007874016,9364.74,0.2956,0.3056,0.231130303,12,4,1162,52,-1
95,1000.0,0,1000.0,0.0,54,0.1785,0.24,0.18899999999999997,20,0,7,0.08,7,0.01,0,0.179,36,1,1,44,3769.59,13,1,0.295454545,0.022727273,2747.66,0.251,0.2,0.188522222,5,5,41,19,-1
97,1000.0,0,1000.0,0.0,55,0.2495,0.35,0.25,32,4,7,0.2,10,0.0,0,0.25,36,1,1,41,3495.09,16,1,0.39024390200000003,0.024390244,2456.79,0.361,0.35,0.323333333,12,5,1278,52,-1
106,3200.0,0,3200.0,0.0,41,0.2495,0.26,0.26,5,0,6,0.74,7,0.01,0,0.25,36,1,1,40,3294.92,39,1,0.975,0.025,55.0,0.271,0.27,0.017857143,12,3,1291,50,-1
110,5000.0,0,5000.0,0.0,59,0.2795,0.28,0.28,12,0,6,0.09,10,0.0,0,0.28,36,1,1,54,5000.0,59,0,1.092592593,0.0,0.0,0.29100000000000004,0.29,0.36758333299999996,12,0,1226,49,-1
111,1000.0,0,1000.0,0.0,45,0.2695,0.35,0.27,10,1,7,0.24,7,0.0,0,0.27,36,1,1,40,2698.42,17,1,0.425,0.025,1684.71,0.361,0.35,0.35,4,0,416,18,-1
113,1000.0,0,1000.0,0.0,9,0.0495,0.05,0.05,7,0,7,0.14,10,0.0,0,0.05,36,1,1,7,1030.0,8,1,1.142857143,0.14285714300000002,0.0,0.061,0.06,0.36758333299999996,11,4,447,44,-1
116,1000.0,0,1000.0,0.0,16,0.1794,0.2,0.1799,21,1,7,0.3,7,0.0,0,0.1799,36,1,1,14,2084.27,10,1,0.7142857140000001,0.071428571,1036.89,0.21100000000000002,0.21,0.06,5,0,338,22,-1
119,2000.0,0,2000.0,0.0,105,0.2445,0.35,0.245,18,1,6,0.28,7,0.0,1,0.245,36,1,1,82,6901.63,35,1,0.426829268,0.012195122,4810.83,0.3395,0.2493,0.27116087,7,2,554,28,-1
120,5000.0,0,5000.0,0.0,49,0.2895,0.29,0.29,5,0,7,0.14,10,0.0,0,0.29,36,1,1,44,5000.0,49,0,1.113636364,0.0,0.0,0.301,0.0,0.36758333299999996,12,5,1355,52,-1
121,1250.0,0,1250.0,0.0,10,0.2295,0.23,0.23,11,0,7,10.01,10,0.0,0,0.23,36,1,1,5,1280.0,9,1,1.8,0.2,0.0,0.0,0.24,0.36758333299999996,4,6,1114,17,-1
124,2550.0,0,2550.0,0.0,35,0.282,0.285,0.2825,5,0,7,0.37,7,0.0,0,0.2825,36,1,1,28,3208.63,28,1,1.0,0.035714286,631.26,0.0,0.0,0.36758333299999996,7,2,582,27,-1
127,3001.0,0,3001.0,0.0,42,0.3495,0.35,0.35,12,1,7,0.15,5,0.0,0,0.35,36,1,1,38,3032.45,41,1,1.078947368,0.026315789,0.0,0.361,0.0,0.0,12,2,1158,51,-1
131,5000.0,0,5000.0,0.0,101,0.2295,0.25,0.24,12,0,6,0.2,10,0.01,1,0.23,36,1,1,93,7746.56,65,1,0.698924731,0.010752688,2729.56,0.0,0.0,0.11204117599999999,3,3,1166,12,-1
133,1000.0,0,1000.0,0.0,2,0.3495,0.35,0.35,6,5,6,0.52,7,0.0,0,0.35,36,1,1,2,1000.0,2,0,1.0,0.0,0.0,0.361,0.36,0.36758333299999996,7,3,540,28,-1
138,1500.0,0,1500.0,0.0,22,0.2345,0.235,0.235,12,3,6,0.13,7,0.0,0,0.235,36,1,1,20,3230.01,17,1,0.85,0.05,1716.0,0.24600000000000002,0.245,0.1175,4,2,482,17,-1
141,3000.0,0,3000.0,0.0,12,0.1773,0.1778,0.1778,30,1,7,0.0,10,0.0,1,0.1778,36,1,1,11,3027.65,11,1,1.0,0.090909091,0.0,0.0,0.1878,0.36758333299999996,2,1,874,6,-1
142,2000.0,0,2000.0,0.0,55,0.2239,0.25,0.2244,13,0,6,0.14,7,0.0,1,0.2244,36,1,1,40,4717.97,22,1,0.55,0.025,2679.97,0.245,0.26,0.179675,8,2,549,31,-1
143,2550.0,0,2550.0,0.0,117,0.2245,0.29,0.225,5,0,7,0.18,7,0.0,0,0.225,36,1,1,95,11118.29,35,1,0.36842105299999994,0.010526316,8528.28,0.28,0.29,0.20755384600000001,4,3,928,15,-1
147,2000.0,0,2000.0,0.0,27,0.2895,0.29,0.29,34,0,8,0.07,5,0.0,0,0.29,36,1,1,27,2043.6,26,1,0.962962963,0.037037037,0.0,0.0,0.0,0.0,12,2,948,49,-1
150,3000.0,0,3000.0,0.0,141,0.19699999999999998,0.29,0.1975,24,0,6,0.12,5,0.0,1,0.1975,36,1,1,108,13400.42,34,1,0.314814815,0.009259259,10094.65,0.235,0.2195,0.154818182,1,2,1290,1,-1
152,1600.0,0,1600.0,0.0,21,0.207,0.22,0.22,13,0,6,0.25,7,0.0125,1,0.2075,36,1,1,21,2025.0,16,1,0.761904762,0.047619048,390.0,0.231,0.0,0.069166667,7,0,470,27,-1
153,1000.0,0,1000.0,0.0,14,0.18100000000000002,0.1815,0.1815,41,0,6,0.28,3,0.0,1,0.1815,36,1,1,10,1001.76,13,1,1.3,0.1,0.0,0.1925,0.0,0.0,9,6,223,38,-1
156,2000.0,0,2000.0,0.0,27,0.2595,0.26,0.26,16,0,7,0.12,7,0.0,1,0.26,36,1,1,26,2086.46,25,1,0.961538462,0.038461537999999997,50.0,0.271,0.27,0.0325,8,2,916,32,-1
161,2975.0,0,2975.0,0.0,63,0.2795,0.29,0.28,16,0,7,0.23,7,0.0,0,0.28,36,1,1,60,5273.89,42,1,0.7,0.016666667,2240.0,0.301,0.3,0.2175,4,2,1037,14,-1
162,6000.0,0,6000.0,0.0,135,0.2385,0.29,0.259,5,0,7,0.29,10,0.02,0,0.239,36,1,1,106,14816.69,64,1,0.603773585,0.009433961999999999,8727.7,0.26,0.27,0.14185999999999999,3,2,1151,13,-1
163,1000.0,0,1000.0,0.0,16,0.2295,0.23,0.23,11,0,7,0.22,5,0.0,1,0.23,36,1,1,13,1002.18,15,1,1.153846154,0.076923077,0.0,0.24100000000000002,0.24,0.0,11,6,926,45,-1
164,1000.0,0,1000.0,0.0,70,0.1895,0.29,0.19,1,0,7,0.03,10,0.0,0,0.19,36,1,1,44,4931.33,15,1,0.340909091,0.022727273,3637.33,0.285,0.29,0.231957143,10,4,509,40,-1
165,3000.0,0,3000.0,0.0,24,0.2395,0.24,0.24,9,0,6,0.15,3,0.0,0,0.24,36,1,1,24,3021.63,23,1,0.958333333,0.041666667000000004,0.0,0.251,0.25,0.36758333299999996,8,2,871,31,-1
166,1500.0,0,1500.0,0.0,23,0.2685,0.26899999999999996,0.26899999999999996,13,0,6,0.06,10,0.0,0,0.26899999999999996,36,1,1,23,1660.0,19,1,0.826086957,0.043478261,150.0,0.0,0.26899999999999996,0.36758333299999996,9,3,1277,37,-1
167,10000.0,0,10000.0,0.0,248,0.2095,0.24,0.21,20,0,6,0.15,10,0.0,0,0.21,36,1,1,199,23026.08,115,1,0.577889447,0.0050251259999999996,12950.96,0.235,0.22,0.179684211,12,4,1278,52,-1
176,3750.0,0,3750.0,0.0,4,0.092,0.096,0.0925,27,0,7,0.03,10,0.0,1,0.0925,36,1,1,4,3875.0,3,1,0.75,0.25,0.0,0.107,0.106,0.36758333299999996,6,2,887,25,-1
177,5000.0,0,5000.0,0.0,275,0.1785,0.29,0.179,5,0,6,0.31,10,0.0,0,0.179,36,1,1,194,24742.33,60,1,0.309278351,0.005154639,19603.05,0.2745,0.21,0.165094737,4,5,1111,14,-1
179,1500.0,0,1500.0,0.0,2,0.1095,0.11,0.11,3,0,7,0.22,7,0.0,1,0.11,36,1,1,2,1503.27,1,1,0.5,0.5,0.0,0.121,0.12,0.36758333299999996,1,4,530,4,-1
182,2550.0,0,2550.0,0.0,25,0.2595,0.28,0.28,5,0,7,0.08,10,0.02,0,0.26,36,1,1,24,2875.01,22,1,0.916666667,0.041666667000000004,320.15,0.255,0.29,0.36758333299999996,1,1,1157,4,-1
185,3000.0,0,3000.0,0.0,119,0.2495,0.3179,0.25,32,1,6,0.29,7,0.0,0,0.25,36,1,1,94,8743.39,44,1,0.46808510600000003,0.010638298000000001,5743.29,0.29,0.0,0.1475,1,1,598,5,-1
186,3000.0,0,3000.0,0.0,17,0.1995,0.2866,0.2,1,0,6,0.2,7,0.0,1,0.2,36,1,1,15,3735.41,4,1,0.26666666699999997,0.066666667,725.41,0.2976,0.2966,0.36758333299999996,9,4,580,36,-1
193,2050.0,0,2050.0,0.01,6,0.0755,0.106,0.106,27,0,7,0.02,10,0.02,0,0.076,36,1,1,4,2052.62,5,1,1.25,0.25,0.0,0.11699999999999999,0.11599999999999999,0.36758333299999996,8,3,634,34,-1
195,2300.0,0,2300.0,0.0,1,0.1595,0.16,0.16,34,0,7,0.17,3,0.0,0,0.16,36,1,1,1,2300.0,1,0,1.0,0.0,0.0,0.171,0.17,0.36758333299999996,6,3,1201,26,-1
196,1300.0,0,1300.0,0.0,99,0.1495,0.2875,0.15,13,0,6,0.12,10,0.0,0,0.15,36,1,1,65,8921.46,12,1,0.184615385,0.015384615,7604.88,0.233,0.19,0.14992857099999998,6,6,897,24,-1
202,6900.0,0,6900.0,0.0,191,0.2245,0.2786,0.235,16,0,6,0.14,10,0.01,0,0.225,36,1,1,164,13445.7,100,1,0.609756098,0.006097561,6205.06,0.2896,0.265,0.139384615,8,1,1128,32,-1
203,1200.0,0,1200.0,0.0,10,0.1695,0.17,0.17,6,0,6,0.0,7,0.0,0,0.17,36,1,1,10,1200.0,10,0,1.0,0.0,0.0,0.0,0.18,0.36758333299999996,12,4,621,49,-1
205,1000.0,0,1000.0,0.0,13,0.3495,0.35,0.35,26,4,7,0.23,7,0.0,0,0.35,36,1,1,13,1020.0,12,1,0.923076923,0.076923077,0.0,0.361,0.36,0.36758333299999996,5,6,496,18,-1
206,1200.0,0,1200.0,0.0,68,0.1889,0.2611,0.1894,12,1,6,0.24,7,0.0,1,0.1894,36,1,1,55,4639.87,15,1,0.272727273,0.018181818,3431.28,0.2721,0.2711,0.2259,4,0,1095,18,-1
214,7600.0,0,7600.0,0.0,35,0.2895,0.29,0.29,16,0,6,10.01,7,0.0,0,0.29,36,1,1,33,7692.93,34,1,1.03030303,0.03030303,0.0,0.301,0.0,0.0,4,2,697,14,-1
215,5000.0,0,5000.0,0.0,185,0.198,0.26,0.1985,12,0,6,0.12,10,0.0,0,0.1985,36,1,1,166,13948.35,69,1,0.415662651,0.006024096,8889.09,0.239,0.25,0.1762,7,0,722,28,-1
218,1000.0,0,1000.0,0.0,2,0.2167,0.2172,0.2172,10,4,6,0.13,3,0.0,1,0.2172,36,1,1,1,1000.0,2,0,2.0,0.0,0.0,0.2282,0.2272,0.36758333299999996,4,5,679,15,-1
219,8701.0,0,8701.0,0.0,256,0.2205,0.29,0.2335,13,0,6,0.3,10,0.0125,1,0.221,36,1,1,148,29587.6,84,1,0.567567568,0.0067567569999999995,20836.79,0.2644,0.2775,0.20993783800000002,10,1,1212,41,-1
222,3000.0,0,3000.0,0.0,112,0.1695,0.24,0.17,20,0,6,0.23,3,0.0,1,0.17,36,1,1,84,11578.26,19,1,0.226190476,0.011904762,8562.79,0.0,0.23399999999999999,0.202915152,1,2,1054,3,-1
224,3500.0,0,3500.0,0.0,49,0.2595,0.26,0.26,45,0,6,0.15,7,0.0,0,0.26,36,1,1,48,3555.16,47,1,0.979166667,0.020833333,50.0,0.0,0.27,0.010833333,9,4,519,37,-1
230,1025.0,0,1025.0,0.0,6,0.1995,0.2,0.2,30,0,6,0.29,5,0.0,1,0.2,36,1,1,5,1030.0,5,1,1.0,0.2,0.0,0.0,0.21,0.36758333299999996,12,1,592,49,-1
233,3500.0,0,3500.0,0.0,105,0.2445,0.29,0.265,16,0,6,0.14,3,0.02,0,0.245,36,1,1,85,8568.11,53,1,0.623529412,0.011764706000000002,5041.07,0.26,0.251,0.07211111099999999,4,3,437,17,-1
234,2500.0,0,2500.0,0.0,28,0.3445,0.35,0.345,29,3,6,0.25,5,0.0,0,0.345,36,1,1,24,3514.33,22,1,0.916666667,0.041666667000000004,835.0,0.361,0.36,0.05,2,4,606,7,-1
235,4500.0,0,4500.0,0.0,135,0.2195,0.26,0.24,5,0,6,0.13,5,0.02,1,0.22,36,1,1,111,9681.95,61,1,0.54954955,0.009009009,5148.79,0.23,0.24,0.12705999999999998,3,0,1228,13,-1
240,7000.0,0,7000.0,0.0,133,0.2395,0.27,0.25,12,0,6,0.3,10,0.01,1,0.24,36,1,1,108,12867.93,86,1,0.796296296,0.009259259,5811.0,0.0,0.26,0.10892,7,3,798,28,-1
241,2600.0,0,2600.0,0.0,28,0.3495,0.35,0.35,5,4,7,0.09,3,0.0,0,0.35,36,1,1,28,2623.77,27,1,0.9642857140000001,0.035714286,0.0,0.0,0.36,0.36758333299999996,2,1,612,9,-1
242,6060.0,0,6060.0,0.0,70,0.2595,0.26,0.26,13,0,6,0.13,7,0.0,1,0.26,36,1,1,65,6068.25,69,1,1.0615384620000001,0.015384615,0.0,0.271,0.27,0.36758333299999996,1,4,530,1,-1
243,3500.0,0,3500.0,0.0,153,0.1984,0.25,0.1989,12,0,7,0.04,10,0.0,0,0.1989,36,1,1,101,13363.45,43,1,0.425742574,0.00990099,9851.74,0.24,0.245,0.18227826100000002,7,3,604,27,-1
247,2500.0,0,2500.0,0.0,127,0.1539,0.2,0.1544,41,0,6,0.3,3,0.0,1,0.1544,36,1,1,90,10366.59,36,1,0.4,0.011111111000000002,7767.66,0.21100000000000002,0.2,0.17047931,1,5,1176,3,-1
249,1500.0,0,1500.0,0.0,51,0.1865,0.2375,0.187,11,0,7,0.21,7,0.0,0,0.187,36,1,1,37,4235.0,18,0,0.486486486,0.0,2735.0,0.215,0.1995,0.1142,5,2,854,22,-1
250,5500.0,0,5500.0,0.0,212,0.22699999999999998,0.29,0.2375,24,0,6,0.17,10,0.01,0,0.2275,36,1,1,167,14173.38,83,1,0.49700598799999995,0.005988024000000001,8536.72,0.27,0.2795,0.13955263199999998,6,6,737,25,-1
251,3100.0,0,3100.0,0.0,41,0.2095,0.24,0.24,12,0,6,0.15,7,0.03,0,0.21,36,1,1,32,4018.23,39,1,1.21875,0.03125,631.87,0.0,0.0,0.36758333299999996,12,2,448,52,-1
253,2550.0,0,2550.0,0.0,44,0.1995,0.24,0.21,5,0,6,0.15,10,0.01,0,0.2,36,1,1,36,4458.71,22,1,0.611111111,0.027777778,1850.68,0.251,0.2044,0.07170370400000001,11,6,528,47,-1
254,1500.0,0,1500.0,0.0,1,0.2295,0.23,0.23,11,1,6,0.32,7,0.0,1,0.23,36,1,1,1,1500.0,1,0,1.0,0.0,0.0,0.24100000000000002,0.0,0.36758333299999996,3,0,556,12,-1
256,4000.0,0,4000.0,0.0,35,0.3495,0.35,0.35,5,4,7,0.13,10,0.0,0,0.35,36,1,1,29,4006.86,34,1,1.172413793,0.034482759,0.0,0.0,0.36,0.36758333299999996,1,6,1323,1,-1
258,2000.0,0,2000.0,0.0,23,0.2295,0.23,0.23,11,0,6,0.02,7,0.0,0,0.23,36,1,1,23,2017.44,22,1,0.956521739,0.043478261,0.0,0.24100000000000002,0.24,0.36758333299999996,9,3,1322,39,-1
259,6000.0,0,6000.0,0.0,1,0.0595,0.06,0.06,5,0,7,0.12,10,0.0,0,0.06,36,1,1,1,6000.0,1,0,1.0,0.0,0.0,0.071,0.07,0.36758333299999996,4,4,121,14,-1
262,2550.0,0,2550.0,0.01,103,0.1995,0.3,0.21,5,0,6,0.15,10,0.0,0,0.2,36,1,1,82,8771.46,25,1,0.304878049,0.012195122,6154.07,0.257,0.24,0.1534,2,4,1007,5,-1
264,3000.0,0,3000.0,0.0,23,0.3495,0.35,0.35,1,1,7,0.42,7,0.0,0,0.35,36,1,1,22,3046.03,22,1,1.0,0.045454545,0.0,0.361,0.0,0.36758333299999996,3,2,1201,11,-1
265,3500.0,0,3500.0,0.0,155,0.1795,0.27,0.18,5,0,7,0.29,7,0.0,0,0.18,36,1,1,104,14072.03,27,1,0.259615385,0.009615385,10473.85,0.26,0.265,0.19841794899999998,7,4,935,29,-1
267,3000.0,0,3000.0,0.0,28,0.3292,0.35,0.3297,24,1,6,0.46,5,0.0,1,0.3297,36,1,1,27,5004.94,20,1,0.740740741,0.037037037,1988.31,0.361,0.36,0.0,4,4,1269,15,-1
268,1025.0,0,1025.0,0.0,7,0.2095,0.21,0.21,13,0,6,0.07,3,0.0,1,0.21,36,1,1,7,1050.0,6,1,0.857142857,0.14285714300000002,0.0,0.221,0.22,0.36758333299999996,6,0,785,26,-1
269,1225.0,0,1225.0,0.0,32,0.2235,0.29,0.22399999999999998,13,0,6,0.18,10,0.0,0,0.22399999999999998,36,1,1,28,3105.35,10,1,0.35714285700000004,0.035714286,1875.0,0.255,0.3,0.36758333299999996,7,5,1035,29,-1
272,2500.0,0,2500.0,0.0,17,0.3495,0.35,0.35,16,1,6,0.1,10,0.0,0,0.35,36,1,1,16,2503.61,16,1,1.0,0.0625,0.0,0.361,0.36,0.36758333299999996,2,5,610,6,-1
273,3000.0,0,3000.0,0.0,104,0.1945,0.25,0.195,13,0,6,0.25,7,0.0,1,0.195,36,1,1,79,11273.05,25,1,0.316455696,0.012658228,8216.05,0.245,0.2499,0.197077273,12,1,1206,49,-1
277,1000.0,0,1000.0,0.0,56,0.1995,0.29,0.2,13,0,6,0.13,7,0.0,0,0.2,36,1,1,47,4307.01,14,1,0.29787234,0.021276596000000002,3257.01,0.235,0.0,0.36758333299999996,12,5,106,52,-1
278,1800.0,0,1800.0,0.0,24,0.2395,0.24,0.24,20,4,6,0.03,10,0.0,1,0.24,36,1,1,22,1841.86,23,1,1.045454545,0.045454545,0.0,0.0,0.0,0.36758333299999996,4,2,476,14,-1
281,6250.0,0,6250.0,0.0,143,0.2345,0.29,0.245,13,0,6,4.86,7,0.01,1,0.235,36,1,1,123,15907.81,75,1,0.609756098,0.008130080999999999,9651.75,0.27,0.2725,0.110490625,4,2,470,17,-1
282,5000.0,0,5000.0,0.0,4,0.1895,0.24,0.19,9,0,7,0.22,10,0.0,1,0.19,36,1,1,3,5206.68,1,0,0.333333333,0.0,206.68,0.251,0.24,0.36758333299999996,10,5,1099,41,-1
283,3100.0,0,3100.0,0.0,28,0.237,0.2375,0.2375,12,0,6,0.2,10,0.0,0,0.2375,36,1,1,26,3100.0,28,0,1.076923077,0.0,0.0,0.0,0.0,0.36758333299999996,5,2,496,19,-1
284,3000.0,0,3000.0,0.0,35,0.2495,0.25,0.25,28,0,6,0.14,5,0.0,1,0.25,36,1,1,34,3006.0,34,1,1.0,0.029411765,0.0,0.0,0.26,0.36758333299999996,6,3,398,23,-1
285,6001.0,0,6001.0,0.0,1,0.1995,0.2,0.2,27,0,7,0.24,7,0.0,1,0.2,36,1,1,1,6001.0,1,0,1.0,0.0,0.0,0.0,0.21,0.36758333299999996,10,6,785,43,-1
287,2550.0,0,2550.0,0.0,2,0.1095,0.12,0.12,5,0,8,0.0,7,0.01,0,0.11,36,1,1,2,2600.0,1,1,0.5,0.5,0.0,0.131,0.13,0.36758333299999996,2,5,803,6,-1
