,AmountFunded,AmountRemaining,AmountBorrowed,BankDraftFeeAnnualRate,BidCount,BidMaximumRate,BorrowerMaximumRate,BorrowerRate,BorrowerState,Category,CreditGrade,DebtToIncomeRatio,Duration,GroupLeaderRewardRate,IsBorrowerHomeowner,LenderRate,LoanTermInMonths,PercentFunded,ProductSpecID,people_count,amount_sum,winningpeople_sum,Partially Participating_people_sum,win/totol,partial/totolpeople,outbid_money,0.3T_yield_max,0.6T_rate_max,0.9T_rate_mean,CreationDate_month,CreationDate_week,time_minute,weekofyear,TARGET
16,1500.0,0.0,1500.0,0.0,37,0.135,0.15,0.1355,29,0,5,0.13,7,0.0,1,0.1355,36,1.0,1,29.0,3985.5,13.0,1.0,0.4482758620689655,0.03448275862068965,2475.0,0.145,0.15,0.057479999999999996,8,0,1087,32,-1.0
17,5000.0,0.0,5000.0,0.0,113,0.1964,0.2172,0.1969,10,1,4,0.23,7,0.0,1,0.1969,36,1.0,1,90.0,10047.52,61.0,1.0,0.6777777777777778,0.011111111111111113,5011.35,0.2282,0.0,0.17253333333333334,3,5,596,11,-1.0
18,6000.0,0.0,6000.0,0.0,29,0.2219,0.2324,0.2324,10,0,5,0.9,7,0.01,0,0.2224,36,1.0,1,28.0,6032.52,28.0,1.0,1.0,0.03571428571428571,0.0,0.0,0.0,0.3675833333333333,7,0,1121,27,-1.0
19,8500.0,0.0,8500.0,0.0,267,0.1495,0.2,0.16,45,0,4,0.47,10,0.01,1,0.15,36,1.0,1,203.0,24983.66,96.0,1.0,0.4729064039408867,0.0049261083743842365,16461.21,0.17,0.18,0.133375,5,2,607,18,-1.0
20,1000.0,0.0,1000.0,0.0,7,0.207,0.2075,0.2075,30,0,5,0.07,7,0.0,0,0.2075,36,1.0,1,7.0,1029.08,6.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.2185,0.2175,0.3675833333333333,5,3,882,20,-1.0
21,3001.0,0.0,3001.0,0.0,38,0.2095,0.21,0.21,12,0,4,0.1,3,0.0,0,0.21,36,1.0,1,34.0,3066.01,37.0,1.0,1.088235294117647,0.029411764705882363,0.0,0.221,0.22,0.3675833333333333,4,6,1085,14,-1.0
24,2550.0,0.0,2550.0,0.0,119,0.1575,0.2528,0.158,5,0,5,0.11,7,0.0,0,0.158,36,1.0,1,82.0,9100.1,27.0,1.0,0.32926829268292684,0.012195121951219513,6549.440000000001,0.26380000000000003,0.1915,0.1257333333333333,7,4,16,30,-1.0
25,2000.0,0.0,2000.0,0.0,24,0.1835,0.199,0.199,1,0,4,0.21,10,0.015,1,0.184,36,1.0,1,24.0,2125.0,21.0,1.0,0.875,0.04166666666666666,100.0,0.21,0.209,0.3675833333333333,4,6,1155,16,-1.0
26,5000.0,0.0,5000.0,0.0,194,0.14400000000000002,0.1923,0.1445,9,0,4,0.2,7,0.0,1,0.1445,36,1.0,1,161.0,15693.9,60.0,1.0,0.3726708074534161,0.006211180124223602,10603.0,0.1823,0.185,0.10967083333333333,8,3,1138,32,-1.0
27,15000.0,0.0,15000.0,0.0,143,0.2295,0.24,0.24,20,0,5,0.46,10,0.01,1,0.23,36,1.0,1,125.0,15197.639999999996,142.0,1.0,1.136,0.008,0.0,0.0,0.25,0.3675833333333333,3,5,445,9,-1.0
29,5000.0,0.0,5000.0,0.0,162,0.2095,0.2497,0.21,2,4,5,0.46,10,0.0,1,0.21,36,1.0,1,149.0,11983.829999999998,63.0,1.0,0.4228187919463087,0.006711409395973154,6941.09,0.22,0.22,0.0134375,12,1,541,52,-1.0
30,3001.0,0.0,3001.0,0.0,86,0.1315,0.165,0.132,12,0,4,0.13651,7,0.0,0,0.132,36,1.0,1,57.0,8193.0,28.0,1.0,0.4912280701754386,0.017543859649122806,5142.0,0.16,0.153,0.07929166666666666,4,6,1142,15,-1.0
31,2550.0,0.0,2550.0,0.0,30,0.1895,0.2,0.19,5,0,5,0.23,3,0.0,0,0.19,36,1.0,1,26.0,3410.78,22.0,1.0,0.8461538461538461,0.038461538461538464,860.77,0.0,0.21,0.3675833333333333,11,0,715,46,-1.0
32,2000.0,0.0,2000.0,0.0,21,0.3495,0.35,0.35,15,5,4,0.1,7,0.0,0,0.35,36,1.0,1,18.0,2052.42,20.0,1.0,1.1111111111111112,0.05555555555555555,0.0,0.361,0.36,0.3675833333333333,5,3,957,21,-1.0
33,7499.0,0.0,7499.0,0.0,138,0.104,0.1045,0.1045,1,1,4,0.19,10,0.0,1,0.1045,36,1.0,1,137.0,8879.599999999999,114.0,1.0,0.8321167883211679,0.007299270072992701,1342.48,0.1155,0.1145,0.0,3,4,658,11,-1.0
35,7100.0,0.0,7100.0,0.0,238,0.1495,0.17,0.15,6,0,5,0.09,7,0.0,1,0.15,36,1.0,1,186.0,19228.9,79.0,1.0,0.4247311827956989,0.005376344086021507,11917.53,0.16,0.17,0.1415782608695652,3,3,431,10,-1.0
36,12000.0,0.0,12000.0,0.0,136,0.2245,0.23,0.23,13,0,5,0.97,10,0.005,0,0.225,36,1.0,1,121.0,15796.2,125.0,1.0,1.033057851239669,0.008264462809917356,3757.67,0.24100000000000002,0.0,0.03970588235294118,2,6,1314,7,-1.0
37,1000.0,0.0,1000.0,0.0,71,0.1495,0.2684,0.15,41,7,4,0.1,7,0.0,0,0.15,36,1.0,1,59.0,5823.28,15.0,1.0,0.2542372881355932,0.01694915254237288,4813.28,0.2377,0.2295,0.15588999999999995,8,5,542,32,-1.0
38,2550.0,0.0,2550.0,0.0,42,0.1095,0.11,0.11,5,0,4,0.17,7,0.0,0,0.11,36,1.0,1,41.0,3156.85,34.0,1.0,0.8292682926829268,0.024390243902439025,600.0,0.0,0.12,0.03666666666666667,12,2,380,49,-1.0
39,3500.0,0.0,3500.0,0.0,35,0.2415,0.2445,0.242,12,0,5,0.11,10,0.0,1,0.242,36,1.0,1,32.0,3787.48,31.0,1.0,0.96875,0.03125,200.0,0.2555,0.0,0.0,8,0,613,34,-1.0
40,3000.0,0.0,3000.0,0.0,46,0.2295,0.2583,0.23,36,4,5,0.29,7,0.0,0,0.23,36,1.0,1,45.0,3489.69,37.0,1.0,0.8222222222222222,0.022222222222222227,450.0,0.0,0.2583,0.3675833333333333,6,4,1045,25,-1.0
41,1500.0,0.0,1500.0,0.0,78,0.149,0.2,0.1495,34,0,5,0.25,7,0.0,1,0.1495,36,1.0,1,60.0,5854.75,22.0,1.0,0.3666666666666665,0.016666666666666666,4311.0,0.19,0.2,0.14660476190476188,7,2,949,29,-1.0
43,1000.0,0.0,1000.0,0.0,58,0.1795,0.3,0.18,2,1,4,0.24,7,0.0,0,0.18,36,1.0,1,48.0,3814.63,16.0,1.0,0.3333333333333333,0.02083333333333333,2801.0,0.2425,0.2409,0.11617999999999999,6,6,1107,24,-1.0
44,5000.0,0.0,5000.0,0.0,198,0.156,0.2,0.1565,25,0,5,0.13,7,0.0,1,0.1565,36,1.0,1,173.0,16204.23,66.0,1.0,0.3815028901734104,0.0057803468208092465,11005.48,0.177,0.162,0.08767727272727271,1,6,701,2,-1.0
45,1000.0,0.0,1000.0,0.0,12,0.1095,0.11,0.11,17,0,4,0.18,7,0.0,0,0.11,36,1.0,1,12.0,1100.0,11.0,1.0,0.9166666666666666,0.08333333333333333,0.0,0.121,0.0,0.0,12,5,437,52,-1.0
46,5000.0,0.0,5000.0,0.0,177,0.1455,0.17,0.146,5,0,5,0.18,10,0.0,0,0.146,36,1.0,1,128.0,15874.65,58.0,1.0,0.453125,0.0078125,10801.41,0.165,0.165,0.09133333333333332,11,6,721,44,-1.0
50,11000.0,0.0,11000.0,0.0,356,0.2395,0.35,0.24,33,1,4,0.29,7,0.0,1,0.24,36,1.0,1,282.0,29643.359999999986,113.0,1.0,0.4007092198581561,0.0035460992907801405,18627.23,0.34,0.35,0.20358550724637686,7,6,1062,29,-1.0
52,7500.0,0.0,7500.0,0.0,171,0.1425,0.2861,0.14300000000000002,3,1,5,0.25,7,0.0,0,0.14300000000000002,36,1.0,1,167.0,11132.69,113.0,1.0,0.6766467065868264,0.0059880239520958105,3615.85,0.22,0.155,0.06327058823529412,4,0,781,18,-1.0
53,6000.0,0.0,6000.0,0.0,106,0.104,0.1207,0.1045,10,3,4,0.12,7,0.0,0,0.1045,36,1.0,1,106.0,6100.66,103.0,1.0,0.9716981132075472,0.009433962264150943,100.0,0.0945,0.1307,0.3675833333333333,3,5,863,13,-1.0
54,7499.0,0.0,7499.0,0.0,165,0.104,0.1744,0.1045,18,1,4,0.31,7,0.0,0,0.1045,36,1.0,1,164.0,10062.62,126.0,1.0,0.7682926829268293,0.006097560975609756,2550.75,0.1854,0.1744,0.0,4,4,492,17,-1.0
55,5000.0,0.0,5000.0,0.0,116,0.139,0.16,0.1495,13,0,4,0.17,10,0.01,1,0.1395,36,1.0,1,90.0,10414.86,52.0,1.0,0.5777777777777777,0.011111111111111113,5341.0,0.145,0.145,0.05782,5,2,1439,21,-1.0
58,13500.0,0.0,13500.0,0.0,339,0.212,0.3265,0.2125,16,1,4,0.33,5,0.0,1,0.2125,36,1.0,1,328.0,19904.39,219.0,1.0,0.6676829268292683,0.003048780487804878,6401.230000000001,0.24,0.0,0.0,4,3,511,15,-1.0
59,1700.0,0.0,1700.0,0.0,41,0.28800000000000003,0.3198,0.2885,10,1,5,0.15,7,0.0,0,0.2885,36,1.0,1,31.0,4637.080000000001,24.0,1.0,0.7741935483870968,0.03225806451612903,2886.81,0.3308,0.3298,0.3098,8,3,1093,33,-1.0
61,12610.0,0.0,12610.0,0.0,451,0.1545,0.26,0.16,13,0,4,0.2,10,0.005,1,0.155,36,1.0,1,296.0,47543.35000000001,125.0,1.0,0.4222972972972973,0.0033783783783783786,34906.619999999995,0.25,0.1994,0.05626250000000002,9,5,613,37,-1.0
62,1450.0,0.0,1450.0,0.0,94,0.2222,0.35,0.2227,1,7,5,0.25,7,0.0,0,0.2227,36,1.0,1,77.0,5868.0099999999975,26.0,1.0,0.3376623376623377,0.012987012987012988,4387.42,0.31,0.3,0.21764615384615385,8,3,948,34,-1.0
63,5000.0,0.0,5000.0,0.0,53,0.1245,0.125,0.125,12,0,4,0.11,7,0.0,0,0.125,36,1.0,1,53.0,5330.31,48.0,1.0,0.9056603773584906,0.018867924528301886,300.0,0.0,0.135,0.3675833333333333,12,5,1182,50,-1.0
64,15000.0,0.0,15000.0,0.0,323,0.2178,0.25,0.2183,5,0,5,0.22,7,0.0,0,0.2183,36,1.0,1,254.0,31291.86,154.0,1.0,0.6062992125984252,0.003937007874015748,16107.7,0.245,0.25,0.13620000000000002,2,6,509,5,-1.0
67,3000.0,0.0,3000.0,0.0,101,0.1895,0.24,0.19,9,4,5,0.42,5,0.0,0,0.19,36,1.0,1,74.0,9241.53,29.0,1.0,0.3918918918918919,0.013513513513513514,6147.709999999999,0.251,0.215,0.2184,2,4,1204,6,-1.0
68,3000.0,0.0,3000.0,0.0,73,0.2195,0.25,0.22,5,0,5,0.37,10,0.0,0,0.22,36,1.0,1,67.0,5368.09,42.0,1.0,0.6268656716417911,0.01492537313432836,2291.31,0.24,0.26,0.3675833333333333,6,3,1275,24,-1.0
69,2000.0,0.0,2000.0,0.0,23,0.1495,0.15,0.15,21,0,5,0.09302,14,0.0,0,0.15,36,1.0,1,21.0,2206.0,21.0,1.0,1.0,0.047619047619047616,200.53,0.0,0.0,0.3675833333333333,3,1,745,13,-1.0
72,2500.0,0.0,2500.0,0.0,33,0.136,0.1928,0.1365,20,4,4,0.17,10,0.0,0,0.1365,36,1.0,1,26.0,8502.500000000002,19.0,1.0,0.7307692307692307,0.038461538461538464,5136.68,0.1775,0.2028,0.0274,4,4,543,14,-1.0
75,6000.0,0.0,6000.0,0.0,183,0.1795,0.2172,0.18,10,1,4,0.15,7,0.0,0,0.18,36,1.0,1,146.0,13228.6,82.0,1.0,0.5616438356164384,0.00684931506849315,6462.449999999999,0.2282,0.2172,0.12138800000000005,3,4,425,13,-1.0
76,4800.0,0.0,4800.0,0.0,61,0.2795,0.28,0.28,16,0,5,0.06,3,0.0,0,0.28,36,1.0,1,60.0,4856.289999999999,60.0,1.0,1.0,0.016666666666666666,0.0,0.0,0.29000000000000004,0.3675833333333333,11,1,600,48,-1.0
78,5000.0,0.0,5000.0,0.0,38,0.2045,0.21,0.21,11,0,5,0.21,7,0.005,1,0.205,36,1.0,1,36.0,5157.5,36.0,1.0,1.0,0.027777777777777776,50.0,0.0,0.0,0.0128125,12,3,1244,49,-1.0
82,4000.0,0.0,4000.0,0.0,155,0.139,0.17,0.1395,6,0,4,0.29,10,0.0,0,0.1395,36,1.0,1,111.0,15607.75,35.0,1.0,0.3153153153153153,0.009009009009009007,11583.49,0.16,0.17,0.1490972222222222,10,0,777,43,-1.0
85,5000.0,0.0,5000.0,0.0,1,0.097,0.0975,0.0975,5,1,5,0.0,3,0.0,0,0.0975,36,1.0,1,1.0,5000.0,1.0,0.0,1.0,0.0,0.0,0.1085,0.1075,0.3675833333333333,1,1,987,3,-1.0
87,6000.0,0.0,6000.0,0.0,178,0.1595,0.2,0.16,9,0,4,0.22,10,0.0,0,0.16,36,1.0,1,150.0,16507.300000000007,70.0,1.0,0.4666666666666667,0.006666666666666667,10430.26,0.0,0.19,0.14175454545454544,6,4,755,26,-1.0
89,5000.0,0.0,5000.0,0.0,155,0.1795,0.24,0.18,20,1,4,0.38,7,0.0,0,0.18,36,1.0,1,123.0,14006.38,55.0,1.0,0.4471544715447153,0.008130081300813009,8650.23,0.0,0.0,0.19931538461538464,1,3,687,4,-1.0
92,3500.0,0.0,3500.0,0.0,126,0.1745,0.21,0.175,12,0,5,0.18,10,0.0,1,0.175,36,1.0,1,108.0,9226.57,48.0,1.0,0.4444444444444444,0.009259259259259259,5701.91,0.172,0.2041,0.14506000000000002,4,3,1063,16,-1.0
93,2984.0,0.0,2984.0,0.0,65,0.1425,0.1543,0.14300000000000002,21,1,5,0.13,7,0.0,0,0.14300000000000002,36,1.0,1,63.0,4543.66,41.0,1.0,0.6507936507936508,0.015873015873015872,1550.48,0.1443,0.15,0.0,6,0,693,23,-1.0
94,9600.0,0.0,9600.0,0.0,62,0.1423,0.1428,0.1428,15,0,4,0.16,10,0.0,0,0.1428,36,1.0,1,59.0,10501.55,61.0,1.0,1.0338983050847457,0.01694915254237288,0.0,0.0,0.0,0.0,8,1,1331,32,-1.0
95,9800.0,0.0,9800.0,0.0,114,0.1795,0.18,0.18,13,0,4,0.3,10,0.0,1,0.18,36,1.0,1,108.0,9822.950000000004,113.0,1.0,1.0462962962962965,0.009259259259259259,0.0,0.0,0.19,0.3675833333333333,2,6,1115,8,-1.0
97,6500.0,0.0,6500.0,0.0,217,0.1495,0.2,0.155,5,0,4,0.2,5,0.005,1,0.15,36,1.0,1,161.0,20219.24,66.0,1.0,0.40993788819875776,0.006211180124223602,13665.84,0.1795,0.1945,0.10708333333333336,6,6,1330,24,-1.0
99,5300.0,0.0,5300.0,0.0,1,0.0995,0.1,0.1,5,0,5,0.0,7,0.0,0,0.1,36,1.0,1,1.0,5300.0,1.0,0.0,1.0,0.0,0.0,0.111,0.11,0.3675833333333333,11,4,695,46,-1.0
100,5000.0,0.0,5000.0,0.0,146,0.1795,0.2,0.18,16,0,5,0.19,10,0.0,0,0.18,36,1.0,1,129.0,10564.98,74.0,1.0,0.5736434108527132,0.007751937984496123,5523.35,0.19,0.19,0.09587500000000004,10,0,1018,41,-1.0
101,3000.0,0.0,3000.0,0.0,104,0.166,0.2227,0.1665,37,1,4,0.13,7,0.0,0,0.1665,36,1.0,1,95.0,7556.110000000002,38.0,1.0,0.4,0.010526315789473684,4522.92,0.187,0.2064,0.077025,6,4,891,24,-1.0
102,3000.0,0.0,3000.0,0.0,164,0.154,0.2,0.1545,26,0,5,0.12,7,0.0,1,0.1545,36,1.0,1,135.0,12682.429999999995,39.0,1.0,0.2888888888888889,0.007407407407407408,9401.94,0.19,0.2,0.16461333333333336,3,4,424,10,-1.0
103,8000.0,0.0,8000.0,0.0,167,0.1345,0.1564,0.135,6,1,4,0.26,10,0.0,0,0.135,36,1.0,1,166.0,9969.73,136.0,1.0,0.8192771084337349,0.006024096385542169,1902.67,0.14,0.0,0.0,12,0,382,52,-1.0
105,7000.0,0.0,7000.0,0.0,130,0.162,0.1894,0.1625,31,4,4,0.31,7,0.0,0,0.1625,36,1.0,1,130.0,7463.54,125.0,1.0,0.9615384615384616,0.007692307692307694,450.0,0.2004,0.1994,0.3675833333333333,1,5,84,2,-1.0
106,8000.0,0.0,8000.0,0.0,128,0.177,0.1879,0.1825,30,0,4,0.23,10,0.005,1,0.1775,36,1.0,1,114.0,11374.13,89.0,1.0,0.7807017543859649,0.008771929824561403,3367.16,0.172,0.1829,0.04110571428571428,9,2,1130,36,-1.0
107,3000.0,0.0,3000.0,0.0,28,0.2295,0.23,0.23,24,0,5,0.26,7,0.0,0,0.23,36,1.0,1,24.0,3009.73,27.0,1.0,1.125,0.04166666666666666,0.0,0.24100000000000002,0.24,0.3675833333333333,2,5,372,7,-1.0
108,2000.0,0.0,2000.0,0.0,9,0.2045,0.21,0.205,24,0,4,0.19212,3,0.0,0,0.205,36,1.0,1,7.0,2029.95,8.0,1.0,1.1428571428571428,0.14285714285714285,0.0,0.221,0.22,0.3675833333333333,5,0,796,18,-1.0
110,3000.0,0.0,3000.0,0.0,80,0.1695,0.2042,0.17,32,1,4,0.17,7,0.0,0,0.17,36,1.0,1,75.0,5943.88,48.0,1.0,0.64,0.013333333333333334,2540.76,0.1942,0.1895,0.11478000000000002,9,0,511,40,-1.0
111,9600.0,0.0,9600.0,0.0,304,0.1889,0.23,0.1944,5,0,5,0.3,10,0.005,0,0.1894,36,1.0,1,231.0,28324.779999999995,112.0,1.0,0.4848484848484849,0.004329004329004329,18699.59,0.2113,0.2,0.15316666666666665,3,4,690,9,-1.0
112,6500.0,0.0,6500.0,0.0,67,0.1995,0.215,0.215,0,0,5,0.12,10,0.015,1,0.2,36,1.0,1,64.0,6505.110000000002,66.0,1.0,1.03125,0.015625,0.0,0.0,0.0,0.3675833333333333,7,4,744,28,-1.0
113,6000.0,0.0,6000.0,0.0,117,0.1545,0.2,0.155,12,1,5,0.17,3,0.0,0,0.155,36,1.0,1,115.0,7298.49,91.0,1.0,0.7913043478260869,0.008695652173913044,1275.0,0.0,0.21,0.0,2,3,962,9,-1.0
115,2500.0,0.0,2500.0,0.0,64,0.1595,0.2,0.16,10,0,4,0.13,3,0.0,0,0.16,36,1.0,1,61.0,5608.7,29.0,1.0,0.4754098360655738,0.016393442622950817,3078.7,0.21100000000000002,0.179,0.0,11,2,720,45,-1.0
119,1800.0,0.0,1800.0,0.0,48,0.1495,0.15,0.15,21,0,5,0.04,10,0.0,0,0.15,36,1.0,1,42.0,3126.34,28.0,1.0,0.6666666666666666,0.023809523809523808,1319.87,0.145,0.16,0.0,11,0,69,45,-1.0
120,12500.0,0.0,12500.0,0.0,262,0.2095,0.23,0.21,11,0,4,0.24,10,0.0,1,0.21,36,1.0,1,220.0,22607.88,149.0,1.0,0.6772727272727272,0.004545454545454545,10061.23,0.22,0.23,0.0929793103448276,12,6,524,48,-1.0
121,3500.0,0.0,3500.0,0.0,142,0.2245,0.35,0.225,6,4,4,0.0,7,0.0,0,0.225,36,1.0,1,120.0,10973.03,53.0,1.0,0.44166666666666665,0.008333333333333333,7406.93,0.361,0.36,0.274125,5,4,504,21,-1.0
122,9999.0,0.0,9999.0,0.0,276,0.1565,0.19,0.157,0,0,4,0.18,7,0.0,1,0.157,36,1.0,1,237.0,23813.42000000001,122.0,1.0,0.5147679324894515,0.004219409282700422,13727.18,0.1775,0.1864,0.10596451612903224,8,4,740,31,-1.0
123,3500.0,0.0,3500.0,0.0,79,0.1425,0.1579,0.14300000000000002,15,1,5,0.31,7,0.0,0,0.14300000000000002,36,1.0,1,79.0,5570.879999999999,65.0,1.0,0.8227848101265823,0.012658227848101266,2047.22,0.0,0.155,0.009076470588235292,5,2,1203,19,-1.0
125,10000.0,0.0,10000.0,0.0,197,0.1895,0.22,0.2,16,0,4,0.24,3,0.01,1,0.19,36,1.0,1,184.0,16774.61,119.0,1.0,0.6467391304347826,0.005434782608695652,6724.7199999999975,0.2,0.21,0.09872307692307693,4,3,1206,14,-1.0
126,6000.0,0.0,6000.0,0.0,226,0.2295,0.3,0.23,5,1,5,0.35,10,0.0,0,0.23,36,1.0,1,167.0,18402.17,88.0,1.0,0.5269461077844312,0.0059880239520958105,12386.61,0.29,0.3,0.2136605263157895,12,1,1131,51,-1.0
128,1300.0,0.0,1300.0,0.0,59,0.17,0.23,0.1705,11,0,5,0.26,5,0.0,0,0.1705,36,1.0,1,47.0,4952.710000000001,19.0,1.0,0.40425531914893614,0.02127659574468085,3643.86,0.20199999999999999,0.2005,0.0871,3,0,1300,10,-1.0
129,5000.0,0.0,5000.0,0.0,119,0.126,0.14,0.1265,21,0,4,0.14,7,0.0,0,0.1265,36,1.0,1,112.0,9328.4,65.0,1.0,0.5803571428571429,0.008928571428571428,4236.91,0.0,0.1375,0.07596923076923079,10,4,967,41,-1.0
130,10000.0,0.0,10000.0,0.0,288,0.1793,0.23,0.1898,10,0,5,0.32,7,0.01,0,0.1798,36,1.0,1,223.0,26044.31,115.0,1.0,0.5156950672645739,0.004484304932735426,15916.19,0.24100000000000002,0.22,0.16236213592232998,5,5,526,19,-1.0
131,7000.0,0.0,7000.0,0.0,266,0.1705,0.2596,0.171,34,1,4,0.21,7,0.0,0,0.171,36,1.0,1,262.0,15833.449999999995,116.0,1.0,0.4427480916030535,0.0038167938931297713,8832.18,0.0,0.175,0.010264705882352941,10,1,653,41,-1.0
132,7000.0,0.0,7000.0,0.0,70,0.2085,0.219,0.219,5,0,5,0.27,7,0.01,0,0.209,36,1.0,1,68.0,7024.63,69.0,1.0,1.0147058823529411,0.014705882352941175,0.0,0.23,0.0,0.3675833333333333,11,3,964,46,-1.0
133,7500.0,0.0,7500.0,0.0,93,0.2995,0.3,0.3,34,1,4,0.47,10,0.0,1,0.3,36,1.0,1,87.0,7534.28,92.0,1.0,1.057471264367816,0.011494252873563218,0.0,0.0,0.0,0.3675833333333333,2,4,522,5,-1.0
134,6001.0,0.0,6001.0,0.0,216,0.157,0.22,0.1625,27,0,4,0.54,5,0.005,0,0.1575,36,1.0,1,152.0,21317.92,78.0,1.0,0.5131578947368421,0.006578947368421052,15286.670000000002,0.231,0.215,0.1210619047619048,2,1,917,8,-1.0
136,3001.0,0.0,3001.0,0.0,38,0.241,0.249,0.249,12,0,5,0.33,7,0.0075,1,0.2415,36,1.0,1,35.0,3324.4,32.0,1.0,0.9142857142857144,0.028571428571428567,300.0,0.0,0.0,0.060375,10,1,774,40,-1.0
137,3500.0,0.0,3500.0,0.0,38,0.177,0.1775,0.1775,14,0,5,0.13462000000000002,7,0.0,0,0.1775,36,1.0,1,35.0,3505.0,37.0,1.0,1.0571428571428572,0.028571428571428567,0.0,0.0,0.0,0.0,5,1,669,18,-1.0
140,5000.0,0.0,5000.0,0.0,54,0.2194,0.24,0.2199,5,0,5,0.15,10,0.0,0,0.2199,36,1.0,1,44.0,11436.13,34.0,1.0,0.7727272727272727,0.022727272727272728,3450.0,0.23,0.25,0.3675833333333333,6,4,672,24,-1.0
142,9000.0,0.0,9000.0,0.0,23,0.122,0.1225,0.1225,12,1,5,0.36,7,0.0,0,0.1225,36,1.0,1,12.0,9494.44,22.0,1.0,1.8333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,8,1,1021,34,-1.0
147,7500.0,0.0,7500.0,0.0,74,0.157,0.1625,0.1625,5,0,4,0.06713999999999999,5,0.005,0,0.1575,36,1.0,1,71.0,7500.0,74.0,0.0,1.0422535211267605,0.0,0.0,0.0,0.0,0.0,4,6,735,13,-1.0
148,5000.0,0.0,5000.0,0.0,90,0.1345,0.1564,0.135,9,4,4,0.36,7,0.0,1,0.135,36,1.0,1,89.0,5888.730000000001,80.0,1.0,0.8988764044943821,0.011235955056179777,763.16,0.16740000000000002,0.0,0.021885714285714286,12,3,706,50,-1.0
149,8000.0,0.0,8000.0,0.0,289,0.1815,0.2299,0.182,5,0,5,0.09,10,0.0,1,0.182,36,1.0,1,217.0,24940.11,102.0,1.0,0.4700460829493088,0.004608294930875576,16905.75,0.20199999999999999,0.2299,0.1312829268292683,3,0,1161,11,-1.0
